"",,,,,SW 107TH AVE/SW,,
Arrest/Narcotics Violation,2016-0301-0001,03/01/2016 12:12 A.M.,03/01/2016 12:12 A.M.,MMC,,Closed,Yes
"",,,,,16TH ST,,
Arrest,2016-0301-0002,03/01/2016 12:11 P.M.,03/01/2016 12:11 P.M.,BBC,Academic 2,Closed,Unknown
Theft/Iphone,2016-0301-0003,03/01/2016 01:09 P.M.,03/01/2016 01:09 P.M.,MMC,Green Library,Closed,Unknown
Arrest/Narcotics Violation,2016-0301-0005,03/01/2016 08:06 P.M.,03/01/2016 08:06 P.M.,MMC,Lot 4,Closed,Yes
Fraud,2016-0302-0005,03/02/2016 12:29 P.M.,03/02/2016 12:29 P.M.,MMC,Marketplace Garage,Closed,Yes
Theft/USB,2016-0302-0008,03/02/2016 02:17 P.M.,03/02/2016 02:17 P.M.,MMC,Graham Center,Open,Unknown
Theft/Wallet,2016-0302-0011,03/02/2016 04:17 P.M.,03/02/2016 04:17 P.M.,CEAS,Engineering Center,Open,Unknown
"",,,,,SW 108TH AVE/SW,,
Arrest/Narcotics,2016-0302-0016,03/02/2016 08:51 P.M.,03/02/2016 08:51 P.M.,MMC,,Closed,Yes
"",,,,,12TH ST,,
Theft/Panther ID,2016-0303-0001,03/03/2016 11:14 A.M.,03/03/2016 11:14 A.M.,MMC,Graham Center,Open,Yes
Theft/Wallet,2016-0304-0001,03/04/2016 09:24 A.M.,03/04/2016 09:24 A.M.,MMC,Graham Center,Open,Yes
Theft/Panther ID,2016-0304-0002,03/04/2016 11:39 A.M.,03/04/2016 11:39 A.M.,MMC,Chemistry & Physics,Open,Yes
Arrest/Narcotics,2016-0304-0008,03/04/2016 09:43 P.M.,03/04/2016 09:43 P.M.,MMC,FIU Stadium,Closed,No
Special Assignment,2016-0305-0001,03/05/2016 04:55 P.M.,03/05/2016 04:55 P.M.,MMC,Panther Hall,Closed,Yes
"",,,,,NE 150ST/BAY VISTA,,
Traffic Stop/Seize Tag,2016-0305-0002,03/05/2016 07:32 P.M.,03/05/2016 07:32 P.M.,BBC,,Closed,Unknown
"",,,,,BLVD,,
Theft/Laptop,2016-0306-0002,03/06/2016 09:49 P.M.,03/06/2016 09:49 P.M.,MMC,Apartments Bldg D,Open,Yes
Theft/Iphone 6,2016-0307-0001,03/07/2016 08:43 A.M.,03/07/2016 08:43 A.M.,MMC,Green Library,Open,Yes
Information Report,2016-0307-0002,03/07/2016 09:25 A.M.,03/07/2016 09:25 A.M.,MMC,Marketplace Garage,Closed,Unknown
Conduct Investigation,2016-0307-0007,03/07/2016 04:23 P.M.,03/07/2016 04:23 P.M.,MMC,Green Library,Closed,Unknown
Theft/Vehicle Boot,2016-0307-0010,03/07/2016 10:23 P.M.,03/07/2016 10:23 P.M.,MMC,Lot 9,Open,Yes
Information Report,2016-0308-0001,03/08/2016 00:07 A..M.,03/08/2016 00:07 A..M.,MMC,Panther Hall,Closed,Yes
Information Report,2016-0308-0003,03/08/2016 12:36 P.M.,03/08/2016 12:36 P.M.,MMC,Marketplace Garage,Closed,Unknown
Magazine With Bullets,2016-0308-0009,03/08/2016 10:51 P.M.,03/08/2016 10:51 P.M.,MMC,Recreation Center,Closed,Unknown
Theft/Driver's License,2016-0309-0001,03/08/2016 11:54 P.M.,03/08/2016 11:54 P.M.,MMC,Chemistry & Physics,Open,Yes
Auto Theft,2016-0309-0003,03/09/2016 05:50 P.M.,03/09/2016 05:50 P.M.,MMC,Lot 3,Open,Unknown
Theft/iPhone,2016-0309-0004,03/09/2016 10:01 P.M.,03/09/2016 10:01 P.M.,MMC,Green Library,Open,No
Arrest/Trespass,2016-0310-0001,03/09/2016 11:35 P.M.,03/09/2016 11:35 P.M.,MMC,Housing Quad,Closed,Unknown
Criminal Mischief,2016-0310-0002,03/10/2016 09:53 A.M.,03/10/2016 09:53 A.M.,MMC,Marketplace Garage,Open,Unknown
Information Report,2016-0310-0003,03/10/2016 11:41 A.M.,03/10/2016 11:41 A.M.,MMC,11200 SW 8th St.,Closed,Yes
Information Report,2016-0310-0004,03/10/2016 11:46 A.M.,03/10/2016 11:46 A.M.,MMC,11200 SW 8th St.,Closed,Yes
"",,,,,Paul Cejas,,
Theft/Wallet,2016-0310-0005,03/10/2016 02:15 P.M.,03/10/2016 02:15 P.M.,MMC,,Open,Yes
"",,,,,Architecture,,
Theft/Wallet,2016-0310-0006,03/10/2016 04:50 P.M.,03/10/2016 04:50 P.M.,MMC,Parkview Housing,Open,Yes
"",,,,,University Apartments,,
Locate Person,2016-0310-0008,03/10/2016 05:56 P.M.,03/10/2016 05:56 P.M.,MMC,,Closed,Yes
"",,,,,Bldg. E,,
Information Report,2016-0311-0004,03/11/2016 08:42 A.M.,03/11/2016 08:42 A.M.,MMC,Primera Casa,Closed,Yes
"",,,,,Management &,,
Conduct Investigation,2016-0311-0006,03/11/2016 08:36 A.M.,03/11/2016 08:36 A.M.,MMC,,Open,Unknown
"",,,,,Advanced Research,,
"",,,,,Panther Parking,,
Criminal Mischief,2016-0311-0007,03/11/2016 01:30 P.M.,03/11/2016 01:30 P.M.,MMC,,Open,Unknown
"",,,,,Garage,,
Narcotics Investigation,2016-0311-0010,03/11/2016 04:02 P.M.,03/11/2016 04:02 P.M.,MMC,Nature Preserve,Closed,Yes
"",,,,,Campus Support,,
Burglary of a Vehicle,2016-0313-0002,03/13/2016 04:41 P.M.,03/13/2016 04:41 P.M.,MMC,,Open,Yes
"",,,,,Complex,,
Sex Offense,2016-0313-0003,03/13/2016 04:52 P.M.,03/13/2016 04:52 P.M.,MMC,Panther Hall,Closed,Yes
Conduct Investigation,2016-0314-0001,03/14/2016 01:11 A.M.,03/14/2016 01:11 A.M.,MMC,Lot 8,Closed,No
