Information Report,2015-01928,12/01/2015 00:52 A.M.,12/01/2015 00:52 A.M.,BBC,Glen Hubert Library,Closed,Yes
Theft/Iphone 6,2015-01931,12/01/2015 11:32 A.M.,12/01/2015 11:32 A.M.,MMC,Marketplace Garage,Open,Yes
Theft/Iphone 6,2015-01932,12/01/2015 11:50 A.M.,12/01/2015 11:50 A.M.,MMC,Green Library,Open,Yes
Theft/Leather Wallet,2015-01934,12/01/2015 04:16 P.M.,12/01/2015 04:16 P.M.,BBC,3000 NE 145TH ST,Open,Yes
Traffic Stop/Unlawful Use,,,,,,,
"",2015-01935,12/01/2015 04:28 P.M.,12/01/2015 04:28 P.M.,MMC,Lot 3,Closed,Yes
Of Handicap,,,,,,,
Burglary,2015-01936,12/01/2015 06:51 P.M.,12/01/2015 06:51 P.M.,MMC,Panther Hall,Open,Unknown
"",,,,,Performing Arts,,
Sick/Injured Person,2015-01939,12/01/2015 08:49 P.M.,12/01/2015 08:49 P.M.,MMC,,Closed,No
"",,,,,Center,,
"",,,,,Lakeview Housing,,
Assault/Battery,2015-01940,12/02/2015 12:20 A.M.,12/02/2015 12:20 A.M.,MMC,,Closed,Yes
"",,,,,South,,
Conduct Investigation,2015-01945,12/02/2015 12:40 P.M.,12/02/2015 12:40 P.M.,MMC,Primera Casa,Closed,Unknown
Theft/Boot,2015-01948,12/02/2015 03:07 P.M.,12/02/2015 03:07 P.M.,MMC,Lot 10,Open,Unknown
Information Report,2015-01949,12/02/2015 04:33 P.M.,12/02/2015 04:33 P.M.,MMC,Market Place Garage,Closed,Yes
"",,,,,Panther Residence,,
Narcotics Investigation,2015-01952,12/02/2015 09:29 P.M.,12/02/2015 09:29 P.M.,MMC,,Closed,Yes
"",,,,,Hall,,
Theft/Macbook,2015-01954,12/02/2015 11:27 P.M.,12/02/2015 11:27 P.M.,MMC,Frost Museum,Open,Yes
Conduct Investigation,2015-01955,12/03/2015 11:05 A.M.,12/03/2015 11:05 A.M.,MMC,Chemistry & Physcis,Closed,Unknown
"",,,,OFF,NW 29TH ST/NORTH,,
Conduct Investigation,2015-01956,12/03/2015 02:29 P.M.,12/03/2015 02:29 P.M.,,,Closed,No
"",,,,CAMPUS,MIAMI AVE,,
Conduct Investigation,2015-01958,12/03/2015 02:58 P.M.,12/03/2015 02:58 P.M.,MMC,Market Place Garage,Closed,Unknown
Information Report,2015-01960,12/03/2015 04:14 P.M.,12/03/2015 04:14 P.M.,BBC,Public Safety,Closed,Unknown
Theft/Sunglasses,2015-01961,12/03/2015 04:17 P.M.,12/03/2015 04:17 P.M.,MMC,Football Stadium,Open,Yes
Stolen Vehicle,2015-01966,12/03/2015 07:49 P.M.,12/03/2015 07:49 P.M.,MMC,Market Place Garage,Open,Yes
Narcotics Investigation,2015-01967,12/03/2015 10:16 P.M.,12/03/2015 10:16 P.M.,MMC,University Towers,Closed,Yes
Conduct Investigation,2015-01968,12/04/2015 08:18 A.M.,12/04/2015 08:18 A.M.,MMC,Market Place Garage,Closed,Yes
Conduct Investigation,2015-01973,12/04/2015 03:55 P.M.,12/04/2015 03:55 P.M.,MMC,Market Place Garage,Closed,Yes
"",,,,,Modesto A. Maidique,,
Conduct Investigation,2015-01974,12/04/2015 05:12 P.M.,12/04/2015 05:12 P.M.,MMC,,Closed,Yes
"",,,,,Campus,,
"",,,,,US Century Bank,,
Assault/Battery,2015-01976,12/04/2015 07:26 P.M.,12/04/2015 07:26 P.M.,MMC,,Closed,Yes
"",,,,,Arena,,
Information Report,2015-01980,12/05/2015 03:54 P.M.,12/05/2015 03:54 P.M.,MMC,Graham Center,Closed,Unknown
Theft/Clothes,2015-01983,12/05/2015 11:49 A.M.,12/05/2015 11:49 A.M.,MMC,Lakeview North,Open,Yes
Weapons Violation,2015-01984,12/06/2015 01:42 P.M.,12/06/2015 01:42 P.M.,MMC,FIU Stadium,Closed,No
"",,,,,University Health,,
Conduct Investigation,2015-01992,12/08/2015 08:02 P.M.,12/08/2015 08:02 P.M.,MMC,,Closed,Unknown
"",,,,,Service,,
Disturbance Poss Inj,2015-01998,12/08/2015 09:39 P.M.,12/08/2015 09:39 P.M.,MMC,Apartments Bldg F,Closed,Yes
"",,,,,Everglades Residence,,
Theft/Misc Items,2015-02002,12/09/2015 10:13 A.M.,12/09/2015 10:13 A.M.,MMC,,Open,Yes
"",,,,,Hall,,
Arrest/Theft,2015-02004,12/09/2015 11:52 A.M.,12/09/2015 11:52 A.M.,MMC,Abulatory Care Center,Closed,No
Burglary,2015-02005,12/09/2015 01:36 P.M.,12/09/2015 01:36 P.M.,MMC,Football Stadium,Open,Unknown
Information Report,2015-02006,12/09/2015 04:14 P.M.,12/09/2015 04:14 P.M.,MMC,Impound Lot,Closed,Yes
Information Report,2015-02009,12/09/201510:13 P.M.,12/09/201510:13 P.M.,MMC,Green Library,Closed,No
"",,,,OFF,David Lawrence Jr. K-,,
Special Assignment,2015-02012,12/10/2015 09:19 A.M.,12/10/2015 09:19 A.M.,,,Closed,Unknown
"",,,,CAMPUS,8 Center,,
Conduct Investigation,2015-02014,12/10/2015 12:27 P.M.,12/10/2015 12:27 P.M.,MMC,Ziff Education Building,Closed,No
