"",,,,,Marine Science,,
Burglary,2016-0601-0002,06/01/2016 10:51 A.M.,06/01/2016 10:51 A.M.,BBC,,Open,Unknown
"",,,,,Building,,
Conduct Investigation,2016-0601-0005,06/01/2016 12:26 P.M.,06/01/2016 12:26 P.M.,MMC,Parkview Housing East,Closed,Unknown
Disturbance,2016-0602-0002,06/02/2016 05:51 P.M.,06/02/2016 05:51 P.M.,MMC,Panther Garage,Closed,No
"",,,,,SW 113TH AVE/SW,,
Sick/Injured Person,2016-0603-0003,06/03/2016 03:18 P.M.,06/03/2016 03:18 P.M.,MMC,,Closed,Unknown
"",,,,,11TH ST,,
"",,,,OFF,,,
Information Report,2016-0603-0004,06/03/2016 11:08 P.M.,06/03/2016 11:08 P.M.,,9601 NW 58TH ST,Closed,Unknown
"",,,,CAMPUS,,,
Burglary,2016-0604-0003,06/04/2016 01:10 P.M.,06/04/2016 01:10 P.M.,MMC,Panther Garage,Open,No
Theft/Wallet,2016-0604-0004,06/04/2016 02:04 P.M.,06/04/2016 02:04 P.M.,MMC,Graham Center,Open,Yes
Information Report,2016-0604-0005,06/04/2016 03:49 P.M.,06/04/2016 03:49 P.M.,MMC,Market Place Garage,Closed,Unknown
Information Report,2016-0605-0001,06/05/2016 12:49 P.M.,06/05/2016 12:49 P.M.,MMC,Owa Ehan,Closed,No
Conduct Investigation,2016-0606-0004,06/06/2016 02:12 P.M.,06/06/2016 02:12 P.M.,MMC,11200 SW 8th St.,Closed,Unknown
Fraud,2016-0606-0005,06/06/2016 05:12 P.M.,06/06/2016 05:12 P.M.,BBC,Academic One,Open,No
"",,,,,University Apartments,,
Information Report,2016-0610-0001,06/10/2016 08:41 A.M.,06/10/2016 08:41 A.M.,MMC,,Closed,Yes
"",,,,,Bldg A,,
Theft/Laundry,2016-0610-0002,06/10/2016 10:31 A.M.,06/10/2016 10:31 A.M.,MMC,Parkview East,Open,Yes
"",,,,OFF,SW 107th Ave/SW 8th,,
Arrest/Narcotics,2016-0610-0005,06/10/2016 05:18 P.M.,06/10/2016 05:18 P.M.,,,Closed,No
"",,,,CAMPUS,St,,
Vehicle Burglary,2016-0610-0006,06/10/2016 05:36 P.M.,06/10/2016 05:36 P.M.,MMC,West 6,Open,No
"",,,,,Performing Arts,,
Information Report,2016-0611-0002,06/11/2016 09:59 P.M.,06/11/2016 09:59 P.M.,MMC,,Closed,Unknown
"",,,,,Center,,
Theft/Wallet,2016-0612-0003,06/12/2016 04:30 P.M.,06/12/2016 04:30 P.M.,BBC,Bay Vista Housing,Open,No
Theft/Passport,2016-0613-0001,06/13/2016 11:04 A.M.,06/13/2016 11:04 A.M.,BBC,Public Safety,Open,No
Conduct Investigation,2016-0613-0002,06/13/2016 01:18 P.M.,06/13/2016 01:18 P.M.,MMC,Gold Garage,Closed,No
Theft/Boot,2016-0613-0003,06/13/2016 02:08 P.M.,06/13/2016 02:08 P.M.,MMC,Fiji Greek Housing 1,Open,Yes
Conduct Investigation,2016-0613-0005,06/13/2016 03:20 P.M.,06/13/2016 03:20 P.M.,MMC,Green Library,Closed,Yes
Hit & Run,2016-0614-0003,06/14/2016 01:39 P.M.,06/14/2016 01:39 P.M.,MMC,Gold Garage,Open,Yes
"",,,,,Stocker Astroscience,,
Burglary,2016-0614-0004,06/14/2016 03:08 P.M.,06/14/2016 03:08 P.M.,MMC,,Open,Unknown
"",,,,,Center,,
Auto Theft,2016-0614-0006,06/14/2016 05:07 P.M.,06/14/2016 05:07 P.M.,MMC,Lot 3,Open,Yes
Fraud,2016-0615-0001,06/15/2016 09:34 A.M.,06/15/2016 09:34 A.M.,CEAS,Engineering Center,Open,Faculty
