"",,,,,GREEN LIBRARY -2ND,,
THEFT 2018-1009-0012,,10/9/18 4:42PM,10/9/18 4:42PM,MMC,,OPEN,YES
"",,,,,FLR,,
"",,,,,EVERGLADES HALL -,,
NARCOTICS INVESTIGATION 2018-1009-0013,,10/9/18 5:06PM,10/9/18 5:06PM,MMC,,CLOSED,YES
"",,,,,RM 324A,,
SSING OR OBSCENE  PHONE 2C0A1L8L-S1009-0014,,10/9/18 5:27PM,10/9/18 5:27PM,MMC,PUBLIC SAFETY,CLOSED,NO
"",,,,,SW 109TH AVE/SW,,
CIVIL CITATION 2018-1010-0004,,10/10/18 6:50PM,10/10/18 6:50PM,MMC,,CLOSED,YES
"",,,,,8TH STREET,,
"",,,,,UNIVERSITY TOWERS -,,
GAMBLING VIOLATION 2018-1010-0005,,10/10/18 8:43PM,10/10/18 8:43PM,MMC,,OPEN,YES
"",,,,,BREEZEWAY,,
CRIMINAL MISCHIEF 2018-1012-0004,,10/12/18 2:26PM,10/12/18 2:26PM,MMC,ART STUDIO - RM 115,OPEN,NO
"",,,,,NORTHEAST GRAVEL,,
ASSAULT/BATTERY 2018-1012-0007,,10/12/18 5:44PM,10/12/18 5:44PM,MMC,,OPEN,NO
"",,,,,LOT,,
"",,,,,MARKET STATION,,
THEFT 2018-1012-0008,,10/12/18 7:34PM,10/12/18 7:34PM,MMC,,OPEN,NO
"",,,,,(PG5) - 4TH FLR,,
THEFT 2018-1012-0010,,10/12/18 10:21PM,10/12/18 10:21PM,BBC,BAYVIEW HOUSING,OPEN,YES
Suspicious Person 2018-1013-0003,,10/13/2018 09:31 A.M,10/13/2018 09:31 A.M,MMC,Graham Center,Open,No
