VANDALISM,2018-1101-0003,11/1/18 10:37AM,11/1/18 10:37AM,MMC,TECH STATION (PG6),CLOSED,UNKNOWN
"",,,,,WELLNESS AND,,
THEFT,2018-1101-0005,11/1/18 3:20PM,11/1/18 3:20PM,MMC,,OPEN,NO
"",,,,,FITNESS CENTER,,
"",,,,,GOLD GARAGE (PG1) -,,
DRUG POSSESSION,2018-1101-0006,11/1/18 4:31PM,11/1/18 4:31PM,MMC,,CLOSED,UNKNOWN
"",,,,,1ST FLR,,
"",,,,,ACADEMIC HEALTH,,
CRIMINAL MISCHIEF,2018-1101-0008,11/1/18 4:53PM,11/1/18 4:53PM,MMC,,OPEN,YES
"",,,,,CENTER #4,,
FRAUD,2018-1101-0010,11/1/18 6:03PM,11/1/18 6:03PM,MMC,GRAHAM CENTER,OPEN,YES
"",,,,,TECH STATION (PG6) -,,
HIT & RUN,2018-1101-0011,11/1/18 6:17PM,11/1/18 6:17PM,MMC,,OPEN,YES
"",,,,,4TH FLR,,
FRAUD,2018-1101-0012,11/1/18 6:31PM,11/1/18 6:31PM,MMC,GREEN LIBRARY,OPEN,YES
SIMPLE ASSUALT,2018-1101-0015,11/1/18 10:21PM,11/1/18 10:21PM,MMC,VETERANS AFFAIRS,OPEN,YES
"",,,,,Modesto Maidique,,
Fraud,2018-1102-0005,11/02/2018 02:39 P.M,11/02/2018  02:39 P.M,MMC,,Open,Unknown
"",,,,,Campus,,
Tresspass TPW- Arrest,2018-1102-0006,11/02/2018 03:27 P.M,11/02/2018 03:27 P.M,MMC,Graham Center,Open,No
Fraud,2018-1102-0007,11/2/2018  03:33 P.M,11/2/2018  03:33 P.M,MMC,Graham Center,Open,Unknown
Theft,2018-1102-0010,11/02/2018 08:52 P.M,11/02/2018 08:52 P.M,MMC,Green Library,Open,Yes
"",,,,,Modesto Maidique,,
Fraud,2018-1102-0011,11/02/2018 09:57 P.M,11/02/2018 09:57 P.M,MMC,,Open,Yes
"",,,,,Campus,,
"",,,,,Wellness & Fitness,,
Theft,2018-1103-0002,11/03/2018 02:34 P.M,11/03/2018 02:34 P.M,MMC,,Open,Yes
"",,,,,Center,,
"",,,,,University Apartments,,
Theft,2018-1103-0003,11/03/2018 02:33 A.M,11/03/2018 02:33 A.M,MMC,,Open,Unknown
"",,,,,BLDG E,,
"",,,,,Royal Caribbean,,
Fire,2018-1104-0001,11/04/2018 07:51 P.M,11/04/2018 07:51 P.M,BBC,,Open,Unknown
"",,,,,Housing,,
THEFT,2018-1105-0001,11/5/18 12:17AM,11/5/18 12:17AM,MMC,LAKEVIEW SOUTH,OPEN,YES
"",,,,,GLENN HUBERT,,
SEX OFFENSE,2018-1105-0003,11/5/18 10:14AM,11/5/18 10:14AM,BBC,,OPEN,YES
"",,,,,LIBRARY - 1ST FLR,,
BICYCLE THEFT,2018-1105-0004,11/5/18 11:58AM,11/5/18 11:58AM,MMC,GRAHAM CENTER,OPEN,YES
"",,,,,KOVENS,,
CRIMINAL MISCHIEF,2018-1106-0001,11/6/18 10:10AM,11/6/18 10:10AM,BBC,CONFERENCE,OPEN,UNKNOWN
"",,,,,CENTER,,
"",,,,,MARKET STATION,,
HIT & RUN,2018-1106-0002,11/6/18 11:34AM,11/6/18 11:34AM,MMC,,CLOSED,UNKNOWN
"",,,,,(PG5) - 7TH FLR,,
ASSSAULT/BATTERY,2018-1106-0003,11/6/18 1:55PM,11/6/18 1:55PM,BBC,BAYVIEW HOUSING,OPEN,YES
