"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS17-04-01-003628","UPD","04/01/17 23:29","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003632","UPD-170470","04/02/17 00:51","04/02/17 00:51","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, Athens, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003634","UPD","04/02/17 01:19","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: IN FRONT OF EWING/DOUGAN, Athens, OH 45701","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003633","UPD","04/02/17 01:19","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003635","UPD","04/02/17 02:35","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003637","UPD-170471","04/02/17 02:55","04/01/17 22:00","Common Name: LUCHS HALL Location Detail: 485/ LOBBY - COMMON AREA","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003644","UPD","04/02/17 10:42","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, Athens, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003648","UPD","04/02/17 13:58","","SHAFER ST. Common Name: PARKING LOT 125, Athens, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003650","UPD","04/02/17 15:22","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: SG DRIVE @ HOOVER, Athens, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003654","UPD","04/02/17 17:10","","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: GUEST SERVICES, Athens, OH 45701","RECOVERED PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003662","UPD-170472","04/02/17 22:56","04/02/17 22:56","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003663","UPD-170473","04/02/17 23:03","04/02/17 23:03","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: RUGBY FIELD, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-02-003664","UPD-170474","04/02/17 23:46","04/02/17 23:46","Common Name: ACADEMIC RESEARCH CENTER Location Detail: LOADING DOCK, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-03-003675","UPD","04/03/17 12:10","","Common Name: UNIVERSITY GARAGE","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-03-003678","UPD-170475","04/03/17 14:11","04/03/17 14:11","W.STATE STREET Common Name: RESEARCH AND ENTERPRISE PARK Location Detail: OU PARKING LOT 152 COMMUTER LOT","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-03-003680","UPD","04/03/17 14:42","","S. COLLEGE STREET Common Name: RADIO-TELEVISION, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-03-003691","UPD","04/03/17 20:56","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-03-003693","UPD","04/03/17 22:07","","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ROOM 333, Athens, OH 45701","RECOVERED PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-04-003696","UPD","04/04/17 00:00","","WEST SIDE OF CONVO Common Name: PARKING LOT 127","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-04-003702","UPD-170477","04/04/17 08:14","04/04/17 08:14","97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: GARAGE","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-04-003710","UPD-170478","04/04/17 13:47","04/02/17 03:20","SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: GARAGE, Athens, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-04-003715","UPD-170479","04/04/17 14:14","03/31/17 07:30","SOUTH COURT STREET Common Name: LINDLEY HALL Location Detail: 06","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-05-003746","UPD-170481","04/05/17 14:44","04/04/17 15:30","Common Name: ACADEMIC RESEARCH CENTER, Athens, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-05-003755","UPD-170482","04/05/17 21:45","04/05/17 21:45","OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: LOWER BAKER STUDENT CENTER","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-05-003756","UPD","04/05/17 22:00","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: ROOM 129, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-05-003757","UPD","04/05/17 22:45","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: ROOM 328B, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-05-003761","UPD","04/05/17 23:03","","WEST GREEN Common Name: WEST GREEN Location Detail: NEAR GROSVENOR, IRVINE, WILSON PICNIC TABLES","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-05-003762","UPD","04/05/17 23:33","","COLLEGE STREET Common Name: COLLEGE STREET Location Detail: NEAR VOIGT HEADING TOWARDS MILL STREET","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-06-003770","UPD-170483","04/06/17 08:37","03/31/17 00:00","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: 2ND FLOOR","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-06-003774","UPD-170484","04/06/17 11:24","04/06/17 10:30","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER, Athens, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-06-003786","UPD-170485","04/06/17 16:48","03/15/17 15:00","121 SOUTH GREEN DRIVE Common Name: TANAKA HALL, Athens, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-06-003790","UPD-170486","04/06/17 17:55","04/06/17 17:57","UNIVERSITY TERRACE Common Name: T.B. MEMORIAL AUDITORIUM Location Detail: US NAVY BAND, Athens, OH 45701","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-06-003795","UPD","04/06/17 20:00","","Common Name: JAMES GARAGE Location Detail: GARAGE AREA","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-06-003796","UPD","04/06/17 20:15","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: 430","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003806","UPD","04/07/17 01:08","","OXBOW TRAIL Common Name: RYORS GARAGE, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003808","UPD","04/07/17 02:08","","PARK PLACE Common Name: PARK PLACE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003809","UPD-170487","04/07/17 03:30","04/07/17 01:30","VAN VORHEES & RACE Common Name: MORTON HALL, Athens, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003820","UPD-170488","04/07/17 11:27","04/07/17 11:27","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ROOM 205C, Athens, OH 45701","CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003829","UPD-170490","04/07/17 14:55","04/07/17 02:00","Common Name: SOUTH GREEN GARAGE","KIDNAPPING/ABDUCTION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003839","UPD-170491","04/07/17 18:23","04/07/17 18:00","STEWART STREET Common Name: PARKING LOT 104 Location Detail: 124 E UNION ST","PROPERTY DAMAGE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003841","UPD-170492","04/07/17 19:30","04/07/17 19:30","122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: 319","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003850","UPD-170493","04/07/17 21:40","04/07/17 21:42","CHURCH ST. Common Name: SEIGFRED Location Detail: NEAR OUTSIDE STAIRS, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-07-003857","UPD-170494","04/07/17 23:39","04/07/17 23:39","UNIVERSITY TERRACE Common Name: TUPPER HALL, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003860","UPD","04/08/17 00:49","","RICHLAND AVENUE Common Name: RICHLAND AVENUE, Athens, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003865","UPD","04/08/17 03:39","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @WALTER HALL, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003866","UPD","04/08/17 05:46","","SHAFER STREET Common Name: SHAFER STREET Location Detail: @PARKING LOT 143, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003869","UPD-170495","04/08/17 07:59","04/07/17 07:00","W UNION ST Common Name: PARKING LOT 154, Athens, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003875","UPD","04/08/17 11:50","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT MEMORIAL AUDITORIUM, Athens, OH 45701","CONVERSION_TRAFFIC PROHIBITED PARKING 4511.68","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003878","UPD-170496","04/08/17 12:33","04/08/17 12:33","PALMER STREET Common Name: PALMER STREET Location Detail: 27 PALMER STREET, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003879","UPD-170497","04/08/17 12:45","04/08/17 12:45","SOUTH GREEN DRIVE Common Name: WALTER FIELDHOUSE, Athens, OH 45701","CONVRESION_OPERATIONS OUTSTANDING WARRANTS","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003880","UPD","04/08/17 12:51","","CHURCH ST. Common Name: SEIGFRED Location Detail: MASS BOOKING, Athens, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003881","UPD-170498","04/08/17 12:59","04/08/17 12:59","OAK STREET Common Name: OAK STREET Location Detail: 25 OAK STREET, Athens, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003883","UPD-170499","04/08/17 13:12","04/08/17 13:12","PALMER STREET Common Name: PALMER STREET Location Detail: 6 PALMER STREET, Athens, OH 45701","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003884","UPD-170500","04/08/17 13:34","04/08/17 13:34","PALMER STREET Common Name: PALMER STREET Location Detail: 17 PALMER STREET, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003885","UPD-170501","04/08/17 13:41","04/08/17 13:41","PALMER STREET Common Name: PALMER STREET, Athens, OH 45701","CONVERSION_JUSTICE & PUB. ADMIN. OBSTRUCTING OFFICIAL BUSINESS 2921.31","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003886","UPD-170502","04/08/17 13:58","04/08/17 13:58","PALMER STREET Common Name: PALMER STREET Location Detail: 19 PALMER STREET, Athens, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003887","UPD-170503","04/08/17 14:03","01/01/00 00:00","OAK STREET Common Name: OAK STREET Location Detail: 14 OAK STREET, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003888","UPD-170504","04/08/17 14:08","04/08/17 14:08","PALMER STREET Common Name: PALMER STREET Location Detail: 14 PALMER STREET, Athens, OH 45701","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003892","UPD-170505","04/08/17 15:08","04/08/17 15:08","UNION STREET Common Name: UNION STREET Location Detail: JEFF MARKET","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003894","UPD-170506","04/08/17 16:38","04/08/17 16:35","SCOTT QUAD UPPER Common Name: PARKING LOT 6, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003899","UPD","04/08/17 17:54","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 308","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003900","UPD-170507","04/08/17 18:00","04/08/17 18:00","Common Name: BIKE PATH Location Detail: SPILLWAY","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003903","UPD","04/08/17 18:39","","Common Name: BIKE PATH","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003902","UPD-170508","04/08/17 18:39","04/08/17 18:39","S.GREEN DR. Common Name: PARKING LOT 93 Location Detail: GOLF/TENNIS CENTER, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003905","UPD","04/08/17 19:24","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: NEAR GORDY, Athens, OH 45701","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003907","UPD","04/08/17 20:56","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED)","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003908","UPD-170509","04/08/17 21:47","04/08/17 21:47","STEWART STREET Common Name: PARKING LOT 104","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003909","UPD-170510","04/08/17 22:00","04/08/17 22:00","STEWART ST. Common Name: STEWART STREET Location Detail: CROSSWALK EAST GREEN/SOUTH GREEN, Athens, OH 45701","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003910","UPD","04/08/17 22:29","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT RACE ST, Athens, OH 45701","TRAFFIC LANES OF TRAVEL 4511.25","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003913","UPD-170511","04/08/17 23:10","04/08/17 23:10","Common Name: BIKE PATH Location Detail: BIKE PATH NEAR GOLF COURSE","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-08-003915","UPD-170512","04/08/17 23:30","04/08/17 23:30","Common Name: SARGENT GARAGE, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003916","UPD","04/09/17 00:33","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: 304, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003917","UPD-170513","04/09/17 00:57","04/09/17 00:57","SOUTH GREEN DR. - REAR PICKERING Common Name: PARKING LOT 52, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003918","UPD","04/09/17 02:12","","RACE ST Common Name: RACE STREET","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003919","UPD","04/09/17 02:25","","RACE ST Common Name: RACE STREET Location Detail: @UNIVERSITY TERRACE","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003927","UPD","04/09/17 07:56","","DEPOT STREET Common Name: DEPOT STREET Location Detail: AT STATION STREET, Athens, OH 45701","TRAFFIC DETAIL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003928","UPD-170514","04/09/17 10:30","04/09/17 10:30","SOUTH GREEN DR Common Name: PARKING LOT 134","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003929","UPD","04/09/17 10:31","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-04-09-003930","UPD","04/09/17 10:37","","WEST GREEN DRIVE Common Name: WEST GREEN DRIVE, Athens, OH 45701","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
