"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS17-08-16-008036","UPD","08/16/17 02:15","","COLLEGE STREET Common Name: COLLEGE STREET Location Detail: TO POST 5, ATHENS, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008039","UPD","08/16/17 03:14","","13600 DELLA DR Common Name: POST 5 OHIO STATE HIGHWAY Location Detail: TO OUPD, ATHENS, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008041","UPD","08/16/17 03:44","","88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT Location Detail: TO SEORJ, ATHENS, OH 45701","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008052","UPD","08/16/17 09:58","","SHAFER STREET Common Name: SHAFER STREET Location Detail: WREN STADIUM, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008054","UPD-170823","08/16/17 11:54","08/16/17 11:54","SHAFER STREET Common Name: SHAFER STREET Location Detail: WREN STADIUM, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008064","UPD","08/16/17 19:54","","S. COLLEGE STREET Common Name: RADIO-TELEVISION Location Detail: MEN'S RESTROOM ROOM 599, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008068","UPD","08/16/17 21:42","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT PING CENTER, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008069","UPD","08/16/17 21:57","","MILL STREET Common Name: MILL STREET Location Detail: AT PALMER STREET","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008072","UPD-170824","08/16/17 23:06","08/16/17 23:06","Common Name: MAIN AND EAST GREENS Location Detail: NEAR CHUBB HALL","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-16-008073","UPD","08/16/17 23:29","","Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: TO SEORJ","TRANSPORT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-17-008086","UPD-170825","08/17/17 12:50","08/17/17 12:50","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-17-008087","UPD","08/17/17 12:57","","RACE ST Common Name: RACE STREET Location Detail: AT UNIVERSITY TERRACE","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-17-008091","UPD","08/17/17 14:29","","46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: ROOM 180","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-17-008097","UPD","08/17/17 20:18","","STEWART ST. Common Name: STEWART STREET Location Detail: @JEFF HILL, ATHENS, OH 45701","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-17-008098","UPD","08/17/17 20:45","","STATE ROUTE 682 Common Name: STATE ROUTE 682 Location Detail: @RIDGES, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-17-008101","UPD","08/17/17 22:13","","COURT STREET Common Name: COURT STREET Location Detail: @STATE STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008107","UPD","08/18/17 07:17","","S COURT STREET Common Name: LINDLEY HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008116","UPD-170826","08/18/17 07:30","08/18/17 07:30","JEFFERSON HALL Common Name: JEFFERSON DINING HALL","EDC DEPLOYMENT","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008109","UPD","08/18/17 08:15","","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: STEWART, ATHENS, OH 45701","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008110","UPD","08/18/17 08:37","","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: STEWART, ATHENS, OH 45701","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008111","UPD","08/18/17 08:58","","60 E.GREEN DR. Common Name: TIFFIN HALL, ATHENS, OH 45701","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008115","UPD","08/18/17 09:31","","35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008118","UPD","08/18/17 10:15","","60 E.GREEN DR. Common Name: TIFFIN HALL, ATHENS, OH 45701","TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008120","UPD","08/18/17 11:00","","RIDGES PROPERTY Common Name: RIDGES Location Detail: CLOSE TO BUILDING 19, ATHENS, OH 45701","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008126","UPD-170827","08/18/17 15:44","08/18/15 00:00","139 UNIVERSITY TERRACE Common Name: CLLIPPINGER RESEARCH ANNEX Location Detail: LAB 108, ATHENS, OH 45701","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-18-008136","UPD","08/18/17 23:15","","DAIRY LANE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008138","UPD","08/19/17 00:20","","SHAFER STREET","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008139","UPD","08/19/17 00:40","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008140","UPD","08/19/17 00:48","","MILL STREET Common Name: MILL STREET Location Detail: @MILL STREET VILLAGE","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008141","UPD","08/19/17 00:55","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @ SOUTH SHAFER, ATHENS, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008143","UPD-170828","08/19/17 02:03","08/19/17 02:03","RICHLAND AVE","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008142","UPD-170829","08/19/17 02:05","08/19/17 02:05","RICHLAND AVENUE Common Name: RICHLAND AVENUE, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008146","UPD","08/19/17 03:27","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @RUFUS STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008153","UPD-170830","08/19/17 12:28","08/19/17 12:28","SOUTH GREEN DRIVE - CLIPPINGER Common Name: PARKING LOT 88, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING W/O REASONABLE CONTROL 4511.202","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008165","UPD","08/19/17 19:21","","121 SOUTH GREEN DRIVE Common Name: TANAKA HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008170","UPD","08/19/17 21:33","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: 173, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008171","UPD","08/19/17 21:42","","COLLEGE Location Detail: COLLEGE @ E. STATE","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008176","UPD","08/19/17 23:00","","SHAFER STREET","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-19-008179","UPD","08/19/17 23:35","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008180","UPD-170831","08/19/17 23:52","08/19/17 23:52","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: & RICHLAND AVE., ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008181","UPD-170832","08/20/17 00:31","08/20/17 00:31","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008182","UPD","08/20/17 00:52","","STIMSON AVENUE Common Name: STIMSON AVENUE Location Detail: @PALMER, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008183","UPD","08/20/17 01:10","","WASHINGTON Location Detail: NEAR COURTHOUSE","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008184","UPD-170833","08/20/17 01:15","08/20/17 01:15","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @RTV, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008185","UPD-170834","08/20/17 01:29","08/20/17 01:29","N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE Location Detail: &STIMPSTON","TRAFFIC DRIVING ON CLOSED ROADWAY 4511.71","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008186","UPD","08/20/17 02:04","","STIMSON AVENUE","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008190","UPD","08/20/17 06:09","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 8TH FLOOR, ATHENS, OH 45701","NOISE COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008201","UPD-170835","08/20/17 17:24","08/20/17 17:24","VAN VORHEES & RACE Common Name: MORTON HALL Location Detail: SIDEWALK, ATHENS, OH 45701","CONVERSION_TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1)","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008203","UPD-170836","08/20/17 18:14","08/19/17 15:00","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER, ATHENS, OH 45701","CONVERSION_LARCENY-THEFT THEFT - BICYCLES 2913","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008207","UPD","08/20/17 22:13","","COURT STREET","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008208","UPD-170837","08/20/17 22:33","08/20/17 22:33","MILL ST","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-20-008212","UPD","08/20/17 23:43","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: NEAR UNIVERSITY TERRACE, ATHENS, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008213","UPD","08/20/17 23:58","","CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @MILL STREET, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008214","UPD","08/21/17 00:21","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @DAIRY LANE, ATHENS, OH 45701","TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008215","UPD-170838","08/21/17 00:48","08/21/17 00:48","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 174, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008217","UPD-170839","08/21/17 02:16","08/21/17 02:16","RICHLAND AVENUE Common Name: RICHLAND AVENUE, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008218","UPD-170840","08/21/17 02:27","08/21/17 02:27","PRESIDENT ST Common Name: PRESIDENT ST Location Detail: @COURT STREET, ATHENS, OH 45701","TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008222","UPD","08/21/17 04:03","","45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: SMOKE DETECTOR/ROOM 401","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008223","UPD","08/21/17 04:27","","45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: SMOKE DETECTOR/ROOM 401","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008224","UPD","08/21/17 05:27","","45 EAST GREEN STREET Common Name: LINCOLN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008232","UPD","08/21/17 08:00","","JEFFERSON HALL Common Name: JEFFERSON DINING HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008231","UPD","08/21/17 08:00","","SHAFER STREET Common Name: SHAFER STREET Location Detail: AT OU LOT 125, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008234","UPD","08/21/17 09:41","","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: PARK PLACE, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008236","UPD","08/21/17 12:45","","RUFUS DR Common Name: RUFUS DRIVE, ATHENS, OH 45701","TRAFFIC FAILURE TO YIELD - DRIVEWAY OR LOT 4511.44","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008244","UPD","08/21/17 17:08","","Common Name: HUDSON HEALTH CENTER Location Detail: 317, ATHENS, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008247","UPD","08/21/17 22:02","","SOUTH GREEN DR","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008248","UPD","08/21/17 22:04","","97 SOUTH GREEN DRIVE Common Name: CARR HALL Location Detail: 165, ATHENS, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008250","UPD-170841","08/21/17 22:23","08/21/17 22:23","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: 325","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-21-008253","UPD","08/21/17 23:06","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @WEST GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008255","UPD-170842","08/22/17 00:00","08/22/17 00:00","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @SOUTH GREEN DRIVE, ATHENS, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008258","UPD","08/22/17 02:05","","CONGRESS STREET Common Name: CONGRESS STREET Location Detail: @WEST STATE STREET, ATHENS, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008263","UPD-170843","08/22/17 06:49","08/22/17 06:49","46 EAST GREEN STREET Common Name: JEFFERSON HALL","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008273","UPD-170844","08/22/17 10:50","08/22/17 10:50","130 SOUTH GREEN DRIVE Common Name: ATKINSON HOUSE Location Detail: ROOM 218, ATHENS, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008274","UPD-170845","08/22/17 12:52","08/22/17 12:52","PARK PLACE Common Name: GORDY HALL, ATHENS, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008277","UPD","08/22/17 13:36","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: ROOM 321, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008287","UPD","08/22/17 16:40","","RIDGES,BLDG. 1 Common Name: KENNEDY MUSEUM OF ART Location Detail: CONTRACTOR, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008289","UPD","08/22/17 17:15","","OXBOW TRAIL/DRIVE Common Name: OXBOW TRAIL/DRIVE Location Detail: GO BUS BENCHES","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008292","UPD","08/22/17 20:01","","S. COLLEGE STREET Common Name: RADIO-TELEVISION, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008297","UPD","08/22/17 22:03","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: MOD 333 - 336 NEXT TO THE LAUNDRY FACILITIES, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-22-008303","UPD","08/22/17 23:24","","SOUTH GREEN DRIVE Common Name: ADAMS HALL, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008304","UPD-170846","08/23/17 00:09","08/23/17 00:09","N. MCKINLEY AVE Common Name: NELSON COMMONS","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008305","UPD","08/23/17 00:13","","MULBERRY ST Common Name: MULBERRY ST Location Detail: AT MCKINLEY","TRAFFIC FAILURE TO YIELD - DRIVEWAY OR LOT 4511.44","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008306","UPD","08/23/17 01:17","","STEWART ST. Common Name: STEWART STREET Location Detail: AT CROSSWALK, ATHENS, OH 45701","TRAFFIC DRIVING ON CLOSED ROADWAY 4511.71","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008314","UPD-170847","08/23/17 07:50","08/23/17 07:50","EAST GREEN Common Name: EAST GREEN","FICTITIOUS/ALTERED ID","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008315","UPD","08/23/17 08:14","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: UNIVERSITY TERRACE, ATHENS, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008323","UPD","08/23/17 13:06","","22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: ROOM 324, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008334","UPD","08/23/17 17:56","","129 SOUTH GREEN DRIVE Common Name: ARMBRUSTER HOUSE, ATHENS, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008339","UPD","08/23/17 22:11","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 373, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-23-008340","UPD","08/23/17 22:14","","Common Name: LUCHS HALL Location Detail: ROOM 479","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-24-008344","UPD-170848","08/24/17 01:43","08/24/17 01:43","EAST GREEN DRIVE Common Name: EAST GREEN DRIVE","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-24-008366","UPD","08/24/17 15:23","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: 2ND FLOOR, ATHENS, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-08-24-008367","UPD","08/24/17 15:39","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: W. UNION ST. SIDE, ATHENS, OH 45701","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
