date_reported,date_occurred,time_occurred,time_reported,case_number,location,incident,university
2015-07-23,2015-07-23,22:14,22:14,15mu04670,university bluffs,student misconduct,Monmouth University
2015-07-27,2015-07-26,17:00,14:20,15mu04733,mac,theft,Monmouth University
2015-07-30,2015-07-30,08:45,11:55,15mu04790,dining hall,theft,Monmouth University
2015-08-17,2015-08-17,08:00,12:06,15mu05130,kessler field,theft of bicycle,Monmouth University
2015-08-19,NA,00:01,09:00,15mu05170,cedar hall,theft of bicycle,Monmouth University
2015-08-19,2015-08-19,NA,09:23,15mu05171,dining hall,terroristic threats,Monmouth University
2015-08-25,2015-08-25,22:17,22:18,15mu05306,oakwood hall,"poss of marijuana (under 50g), poss. of drug paraphernalia",Monmouth University
2015-09-01,2015-09-01,12:00,12:57,15mu05445,plangere 217,theft of wallet,Monmouth University
2015-09-08,2015-09-08,06:19,06:19,15mu05607,ifo redwood hall,pula w/alcohol,Monmouth University
2015-09-11,2015-09-11,22:29,22:29,15mu05747,cedar hall lobby,pula with alcohol/student misconduct,Monmouth University
2015-09-12,2015-09-12,02:38,02:38,15mu05755,outside willow hall,consumption of alcohol by pula,Monmouth University
2015-09-12,2015-09-12,22:56,22:56,15mu05785,mullaney hall,pula with alcohol/student misconduct,Monmouth University
2015-09-13,2015-09-13,02:46,02:46,15mu05792,laurel hall,consumption of alcohol by pula/student misconduct,Monmouth University
2015-09-15,2015-09-09,NA,11:39,15mu05854,wilson hall,harassment,Monmouth University
2015-09-16,2015-09-16,13:10,13:13,15mu05890,willow hall,criminal sexual contact,Monmouth University
2015-09-18,2015-09-18,00:13,00:13,15mu05937,pinewood hall,pula w/alcohol,Monmouth University
2015-09-18,2015-09-18,20:39,20:39,15mu05964,laurel hall,psula w/alcohol,Monmouth University
2015-09-19,2015-09-19,01:00,01:00,15mu05968,ifo elmwood hall,psula w/alcohol,Monmouth University
2015-09-19,2015-09-19,01:15,01:15,15mu05969,ifo beechwood hall,pula w/alcohol,Monmouth University
2015-09-19,2015-09-19,01:23,01:23,15mu05970,mullaney hall,pula w/alcohol,Monmouth University
2015-09-19,2015-09-15,14:00,11:33,15mu05985,mcallan hall,theft,Monmouth University
2015-09-19,2015-09-19,20:30,20:30,15mu06004,lot 1 fence/beechwood ave,student misconduct,Monmouth University
2015-09-20,2015-09-20,03:26,03:26,15mu06017,pinewood hall,pula w/alcohol,Monmouth University
2015-09-22,2015-09-22,15:00,15:00,15mu06085,dining hall,criminal/defiant trespass,Monmouth University
2015-09-22,2015-09-22,20:55,20:55,15mu06095,new hall,"pssn of marijuana u/50, et al.",Monmouth University
2015-09-23,2015-09-23,22:01,22:01,15mu06128,elmwood hall,pssn of drug paraphernalia/student misconduct,Monmouth University
2015-09-24,2015-09-23,21:43,13:08,15mu06142,willow hall,burglary/theft,Monmouth University
2015-09-24,2015-09-24,14:56,14:56,15mu06175,parking lot #11,harassment/student misconduct,Monmouth University
2015-09-25,2015-09-25,22:37,22:37,15mu06197,cedar hall,pula w/alcohol,Monmouth University
2015-09-25,2015-09-25,22:38,22:38,15mu06198,cedar hall,psula w/alcohol,Monmouth University
2015-09-26,2015-09-26,00:14,00:14,15mu06200,cedar hall,psula w/alcohol,Monmouth University
2015-09-26,2015-09-26,00:46,00:46,15mu06201,new hall,pula w/alcohol,Monmouth University
2015-09-27,2015-09-27,21:24,21:24,15mu06253,elmwood hall,"pssn of marijuana u/50, et al.",Monmouth University
2015-09-28,2020-09-12,NA,16:46,15mu06278,cedar hall,theft,Monmouth University
2015-09-29,2015-09-29,00:15,00:15,15mu06291,willow hall,student misconduct,Monmouth University
2015-09-23,NA,NA,15:00,15mu06300,facilities management,forgery,Monmouth University
2015-09-30,2015-09-30,12:03,12:03,15mu06342,cedar hall,pssn of marijuana u/50,Monmouth University
2015-10-01,NA,10:00,06:36,15mu06368,parking lot #10,student misconduct,Monmouth University
2015-10-03,2015-10-03,00:50,00:50,15mu06424,elmwood hall,psula w/alcohol,Monmouth University
2015-10-03,2015-10-03,01:27,01:27,15mu06426,willow hall,pula w/alcohol,Monmouth University
2015-10-03,2015-10-03,01:30,12:00,15mu06444,oakwood hall,sexual assault/invasion of privacy,Monmouth University
2015-10-10,2015-10-10,00:49,00:49,15mu06627,mullaney hall,pula w/alcohol,Monmouth University
2015-10-10,2015-10-10,00:49,00:49,15mu06628,shadows,pula w/alcohol,Monmouth University
2015-10-11,2015-10-11,01:45,01:45,15mu06657,mullaney hall,psula w/alcohol,Monmouth University
2015-10-11,2015-10-11,04:50,04:50,15mu06661,cedar hall,pula w/alcohol,Monmouth University
2015-10-12,2015-10-09,12:00,20:40,15mu06700,outside new hall,theft of lost/mislaid property,Monmouth University
2015-10-13,2015-10-13,14:44,14:44,15mu06720,parking lot #14,kidnapping/simple assault/domestic violence,Monmouth University
2015-10-13,NA,NA,16:25,15mu06726,monmouth university,harassment/domestic violence,Monmouth University
2015-10-14,2015-10-14,12:15,01:41,15mu06740,elmwood hall,student misconduct,Monmouth University
2015-10-14,2015-10-12,09:00,15:41,15mu06754,plangere,harassment/student misconduct,Monmouth University
2015-10-14,2015-10-14,16:41,16:41,15mu06757,lot 4 fence east,criminal mischief,Monmouth University
2015-10-17,2015-10-17,01:56,01:56,15mu06823,lot 7,pula w/alcohol,Monmouth University
2015-10-19,2015-10-19,13:00,14:07,15mu06863,mac,student misconduct,Monmouth University
2015-10-22,2015-10-22,22:29,22:29,15mu06961,mac,disorderly/harassment/student misconduct,Monmouth University
2015-10-23,NA,12:26,19:20,15mu06992,monmouth university,harassment/domestic violence,Monmouth University
2015-10-23,2015-10-23,23:01,23:01,15mu06998,elmwood hall,psula w/alcohol,Monmouth University
2015-10-24,2015-10-24,21:40,21:40,15mu07034,spruce hall,criminal mischief/student misconduct,Monmouth University
2015-10-24,2015-10-24,22:13,22:13,15mu07035,elmwood hall,criminal sexual contact,Monmouth University
2015-10-26,2015-10-26,11:00,11:36,15mu07089,student center,theft,Monmouth University
2015-10-26,2015-10-23,05:30,14:17,15mu07093,parking lot #23,criminal mischief,Monmouth University
2015-10-26,2015-10-24,21:00,17:15,15mu07100,monmouth university,harassment,Monmouth University
2015-10-27,NA,17:00,08:00,15mu07120,howard hall,criminal mischief,Monmouth University
2015-10-27,2015-10-27,08:15,13:39,15mu07126,parking lot,criminal mischief to auto,Monmouth University
2015-10-28,2015-10-27,15:30,14:30,15mu07152,monmouth university,fraud (use of credit card),Monmouth University
2015-10-28,2015-10-28,22:00,22:00,15mu07168,police hqrtrs,student misconduct,Monmouth University
2015-10-30,NA,18:00,16:20,15mu07226,parking lot 1,theft from auto,Monmouth University
2015-10-31,2015-10-31,00:20,00:20,15mu07235,parking lots 3 and 8,impersonating a police officer,Monmouth University
2015-10-31,2015-10-31,00:21,00:21,15mu07236,willow hall,psula w/alcohol,Monmouth University
2015-10-31,2015-10-31,16:00,19:00,15mu07253,elmwood hall,bias criminal mischief,Monmouth University
2015-11-06,2015-11-06,01:22,01:22,15mu07383,pinewood hall,pula w/alcohol,Monmouth University
2015-11-06,2015-11-06,17:52,17:52,15mu07400,mullaney hall,pssn of cds et al.,Monmouth University
2015-11-06,2015-11-06,23:02,23:02,15mu07406,parking lot 8,pula w/alcohol,Monmouth University
2015-11-08,2015-11-07,13:00,14:20,15mu07451,great lawn apts.,theft of bike,Monmouth University
2015-11-10,NA,22:30,16:30,15mu07508,shadows,theft,Monmouth University
2015-11-10,2015-11-10,22:15,22:15,15mu07515,laurel hall,student misconduct,Monmouth University
2015-11-12,2015-11-12,17:50,17:50,15mu07571,elmwood hall,student misconduct,Monmouth University
2015-11-14,2015-11-14,01:10,01:10,15mu07606,pinewood hall,psula w/alcohol,Monmouth University
2015-11-14,2015-11-14,02:00,02:00,15mu07607,pinewood hall,criminal trespass,Monmouth University
2015-11-15,2015-11-15,03:39,03:39,15mu07642,elmwood hall,pula w/alcohol,Monmouth University
2015-11-19,2015-11-19,21:00,22:19,15mu07766,laurel hall,psula w/alcohol/obstructing,Monmouth University
2015-11-20,2015-11-20,02:15,02:15,15mu07770,pinewood hall,pula w/alcohol,Monmouth University
2015-11-21,2015-11-21,00:47,00:47,15mu07795,elmwood hall,pula w/alcohol,Monmouth University
2015-11-21,2015-11-21,16:30,16:30,15mu07804,elmwood hall,pssn of cds marijuana u/50,Monmouth University
2015-11-22,2015-11-22,00:43,00:43,15mu07817,cedar hall,pula w/alcohol,Monmouth University
2015-11-24,NA,00:00,10:11,15mu07862,on campus,theft (fraud),Monmouth University
2015-11-29,2015-11-29,22:34,22:34,15mu07964,parking lot,criminal mischief to auto,Monmouth University
2015-11-29,2015-11-29,23:18,23:18,15mu07965,parking lot,simple assault x 2,Monmouth University
2015-12-01,2015-12-01,17:32,17:32,15mu08008,cedar avenue fence,criminal mischief,Monmouth University
2015-12-02,2015-12-02,00:54,00:54,15mu08018,laurel hall,pula w/alcohol,Monmouth University
2015-12-02,2015-12-02,03:28,03:28,15mu08020,elmwood hall,criminal mischief,Monmouth University
2015-12-04,2015-12-04,03:22,03:22,15mu08080,cedar hall,pula w/alcohol,Monmouth University
2015-12-04,2015-12-04,14:08,14:08,15mu08091,boylan gym,theft,Monmouth University
2015-12-04,2015-12-04,19:30,19:30,15mu08106,elmwood hall,harassment,Monmouth University
2015-12-05,2015-12-05,00:32,00:32,15mu08115,pinewood hall,pula w/alcohol,Monmouth University
2015-12-06,2015-12-06,01:29,01:29,15mu08137,laurel hall,psula w/alcohol,Monmouth University
2015-12-06,2015-12-06,09:09,14:00,15mu08148,larchwood ave,criminal mischief,Monmouth University
2015-12-08,2015-12-07,10:00,17:00,15mu08207,student center,theft of bicycle,Monmouth University
2015-12-08,2015-12-08,23:20,23:20,15mu08219,pinewood hall,simple assault/pssn of a weapon/student misconduct,Monmouth University
2015-12-10,NA,13:00,07:06,15mu08255,facilities mngmnt compound,criminal mischief,Monmouth University
2015-12-11,2015-12-11,21:06,21:06,15mu08314,mullaney hall,pssn of marijuana u/50;drug para,Monmouth University
2015-12-12,2015-12-12,01:48,01:48,15mu08319,willow hall,pula w/alcohol,Monmouth University
2015-12-12,2015-12-12,10:15,10:15,15mu08325,larchwood ave,criminal mischief,Monmouth University
2015-12-13,2015-12-13,00:11,00:11,15mu08343,pinewood hall,pula w/alcohol,Monmouth University
2015-12-13,2015-12-13,00:34,00:34,15mu08344,cedar hall,pula w/alcohol,Monmouth University
2015-12-13,2015-12-13,01:18,01:18,15mu08346,great lawn apts.,pula w/alcohol,Monmouth University
2015-12-14,NA,14:50,13:38,15mu08389,lake road,theft,Monmouth University
2015-12-17,2015-12-17,15:29,15:29,15mu08478,pinewood hall,student/employee misconduct,Monmouth University
2015-12-17,NA,08:00,16:23,15mu08481,boylan gym,theft,Monmouth University
2015-12-18,NA,23:15,10:40,15mu08505,facilities management,harassment,Monmouth University
2015-12-20,2015-12-20,08:39,08:39,15mu08544,boylan gym,criminal mischief,Monmouth University
2015-12-20,2015-12-20,09:20,13:43,15mu08546,larchwood ave,criminal mischief,Monmouth University
2015-12-21,2015-12-21,11:30,16:20,15mu08574,parking lot 25,theft,Monmouth University
2016-01-05,2016-01-05,07:25,07:25,16mu00077,larchwood avenue south,criminal mischief,Monmouth University
2016-01-07,2015-12-23,12:00,12:13,16mu00130,edison science,theft,Monmouth University
2016-01-18,2015-12-21,15:00,18:08,16mu00383,pinewood hall,theft,Monmouth University
2016-01-20,2016-01-20,21:28,21:28,16mu00440,mullaney hall,criminal mischief,Monmouth University
2016-01-20,2016-01-20,23:05,23:05,16mu00443,university bluffs,student misconduct,Monmouth University
2016-01-21,2016-01-18,13:00,20:28,16mu00466,parking lot 3,theft,Monmouth University
2016-01-21,2016-01-21,16:00,23:20,16mu00471,student center,theft,Monmouth University
2016-01-22,2016-01-22,02:13,02:13,16mu00475,pinewood hall,pula w/alcohol,Monmouth University
2016-01-22,2016-01-22,11:30,11:35,16mu00484,parking lot 15,criminal mischief,Monmouth University
2016-01-22,2016-01-22,16:30,16:44,16mu00490,boylan gym,theft,Monmouth University
2016-01-23,2016-01-23,04:59,04:59,16mu00511,elmwood hall,dv harassment/student mis,Monmouth University
2016-01-25,2016-01-25,01:25,01:30,16mu00545,laurel hall,student misconduct,Monmouth University
2016-01-25,2016-01-24,16:50,12:34,16mu00552,mac,theft,Monmouth University
2016-01-25,2016-01-24,20:00,22:25,16mu00566,parking lot 6,theft,Monmouth University
2016-01-26,2016-01-22,00:00,14:11,16mu00582,parking lot 2,criminal mischief,Monmouth University
2016-01-27,2016-01-27,13:58,13:58,16mu00607,spruce hall,theft,Monmouth University
2016-01-27,2016-01-27,10:00,18:06,16mu00614,parking lot 13,criminal mischief,Monmouth University
2016-01-28,2016-01-28,03:00,11:18,16mu00633,elmwood hall,criminal mischief,Monmouth University
2016-01-29,2016-01-29,13:30,13:45,16mu00662,monmouth university,"contempt of court (tro violation, harassment, student misc.",Monmouth University
2016-01-30,2016-01-30,01:20,01:20,16mu00691,laurel hall,pula w/alcohol,Monmouth University
2016-02-03,2016-02-03,09:02,09:02,16mu00817,larchwood avenue,criminal mischief,Monmouth University
2016-02-03,2016-02-03,16:07,16:07,16mu00828,beechwood hall,student misconduct,Monmouth University
2016-02-07,2016-02-07,17:47,17:47,16mu00945,dining hall,harassment (dv),Monmouth University
2016-02-08,2016-02-08,15:38,15:38,16mu00966,pinewood hall,pssn of marijuana/alcohol u/age,Monmouth University
2016-02-08,2016-02-08,16:55,16:55,16mu00975,north campus,criminal mischief,Monmouth University
2016-02-10,2016-02-10,17:25,17:25,16mu01031,jarmen property farm,criminal mischief,Monmouth University
2016-02-11,2016-02-09,17:40,09:44,16mu01048,mac,harassment,Monmouth University
2016-02-11,2016-02-11,17:03,17:03,16mu01056,monmouth university,forgery/bad checks,Monmouth University
2016-02-12,2016-02-12,13:15,13:15,16mu01083,monmouth university,harassment,Monmouth University
2016-02-13,2016-02-13,04:31,04:31,16mu01106,oakwood hall,pula w/alcohol,Monmouth University
2016-02-13,2016-02-13,22:58,22:58,16mu01130,maplewood hall,psula w/alcohol,Monmouth University
2016-02-16,2016-02-16,10:28,10:28,16mu01212,parking lot 18,student misconduct,Monmouth University
2016-02-17,2016-02-17,15:46,13:42,16mu01253,willow hall,pssn of marijuana/alcohol u/age/et al.,Monmouth University
2016-02-17,2016-02-17,15:55,16:05,16mu01257,student center,theft,Monmouth University
2016-02-17,2016-02-17,21:15,22:19,16mu01274,mac,terroristic threats/harassment,Monmouth University
2016-02-19,2016-02-19,00:18,00:18,16mu01328,parking lot,pula w/alcohol,Monmouth University
2016-02-20,2016-02-20,21:57,21:57,16mu01354,wilson hall,pula w/alcohol,Monmouth University
2016-02-21,2016-02-21,01:31,01:31,16mu01359,mullaney hall,pula w/alcohol,Monmouth University
2016-02-23,2016-02-23,22:11,22:11,16mu01440,larchwood avenue,student misconduct,Monmouth University
2016-02-27,2016-02-27,01:09,01:09,16mu01536,cedar hall,pula w/alcohol,Monmouth University
2016-02-28,2016-02-28,09:46,09:46,16mu01563,larchwood ave,criminal mischief,Monmouth University
2016-02-29,2016-02-29,13:34,13:34,16mu01595,facilities management,theft,Monmouth University
2016-03-01,2016-03-01,00:32,00:32,16mu01635,pinewood hall,terroristic threats (dv),Monmouth University
2016-03-02,NA,NA,19:30,16mu01655,n/a-unfounded complaint,theft--unfounded,Monmouth University
2016-03-02,2016-03-02,19:30,19:30,16mu01655,mupd,fraud/false report,Monmouth University
2016-03-02,2016-03-02,20:49,20:49,16mu01657,mac,student misconduct,Monmouth University
2016-03-02,2016-03-02,21:43,21:43,16mu01660,spruce hall,pula w/alcohol,Monmouth University
2016-03-03,2016-03-03,09:30,11:49,16mu01673,parking lot 13,harassment,Monmouth University
2016-03-04,2016-03-04,02:07,02:52,16mu01692,10 norwood ave.,student misconduct,Monmouth University
2016-03-07,NA,NA,14:00,16mu01766,elmwood hall,theft,Monmouth University
2016-03-08,2016-03-08,20:24,20:24,16mu01805,laurel hall,pssn of drug paraphernalia,Monmouth University
2016-03-09,2016-03-07,05:00,11:50,16mu01819,oakwood hall,theft,Monmouth University
2016-03-10,2016-03-10,02:39,02:39,16mu01845,mullaney hall,pula w/alcohol,Monmouth University
2016-03-15,2016-03-15,16:02,16:02,16mu01963,university bluff's,student misconduct,Monmouth University
2016-03-20,2016-03-20,21:48,21:48,16mu02075,spruce hall,student misconduct,Monmouth University
2016-03-21,2016-03-21,11:33,11:33,16mu02089,elmwood hall,student misconduct,Monmouth University
2016-03-23,2016-03-23,00:00,13:02,16mu02149,hesse hall,theft,Monmouth University
2016-03-24,NA,23:00,13:22,16mu02174,howard hall,theft,Monmouth University
2016-03-24,NA,NA,16:53,16mu02181,beechwood hall,theft,Monmouth University
2016-03-29,2016-03-29,12:27,12:27,16mu02291,pinewood hall,theft,Monmouth University
2016-04-01,NA,NA,14:17,16mu02370,beechwood hall,theft,Monmouth University
2016-04-03,2016-04-03,10:20,10:20,16mu02410,beechwood hall,theft,Monmouth University
2016-04-05,2016-04-04,11:00,15:07,16mu02475,parking lot 13,criminal mischief,Monmouth University
2016-04-06,2016-04-06,01:45,01:59,16mu02499,mullaney hall,criminal mischief,Monmouth University
2016-04-06,2016-04-05,21:30,12:47,16mu02511,boylan gym,theft,Monmouth University
2016-04-06,2016-04-06,20:30,21:04,16mu02522,boylan gym,theft,Monmouth University
2016-04-07,NA,08:00,09:30,16mu02536,monmouth university,student misconduct,Monmouth University
2016-04-07,NA,NA,15:15,16mu02543,beechwood hall,theft,Monmouth University
2016-04-09,2016-04-09,21:00,21:00,16mu02616,parking lot 4,pula w/alcohol,Monmouth University
2016-04-10,2016-04-10,00:46,00:46,16mu02620,elmwood hall,student misconduct,Monmouth University
2016-04-11,2016-04-11,09:00,10:57,16mu02656,great lawn,extortion,Monmouth University
2016-04-11,2016-04-09,02:00,13:20,16mu02659,mullaney hall,theft,Monmouth University
2016-04-12,2016-04-12,12:29,12:29,16mu02701,beechwood hall,theft,Monmouth University
2016-04-13,2016-04-13,01:53,01:53,16mu02723,spruce hall,pula w/alcohol,Monmouth University
2016-04-13,2016-04-13,02:21,02:21,16mu02725,elmwood hall,criminal mischief,Monmouth University
2016-04-13,2016-04-13,08:00,13:49,16mu02735,larchwood fence,criminal mischief,Monmouth University
2016-04-13,2016-04-13,20:55,20:43,16mu02748,cedar hall,pula w/alcohol,Monmouth University
2016-04-13,2016-04-13,23:20,23:20,16mu02752,mullaney hall,criminal mischief,Monmouth University
2016-04-13,2016-04-13,14:26,14:26,16mu02764,mullaney hall,pula w/alcohol,Monmouth University
2016-04-14,2015-11-13,11:14,12:26,16mu02768,parking lot 14,student misconduct,Monmouth University
2016-04-14,2016-04-14,16:05,16:10,16mu02773,cedar hall,pssn of drug paraphernalia,Monmouth University
2016-04-14,2016-04-14,18:28,18:28,16mu02779,mac,harassment (bias incident),Monmouth University
2016-04-14,2016-04-14,15:36,15:36,16mu02771,pollak theatre,criminal mischief,Monmouth University
2016-04-15,2016-04-15,22:20,22:20,16mu02820,cedar hall,pula w/alcohol,Monmouth University
2016-04-16,2016-04-16,21:20,21:20,16mu02845,beechwood hall,pssn of cds/paraphernalia,Monmouth University
2016-04-16,2016-04-16,22:00,22:00,16mu02846,larchwood avenue,criminal mischief,Monmouth University
2016-04-17,NA,19:00,01:00,16mu02851,parking lot 3,criminal mischief,Monmouth University
2016-04-17,2016-04-17,20:21,20:21,16mu02867,elmwood hall,pula w/alcohol,Monmouth University
2016-04-20,2016-04-20,23:00,23:00,16mu02953,willow hall,pssn of marijuana u/50 g,Monmouth University
2016-04-24,2016-04-24,00:14,00:14,16mu03044,larchwood avenue,pssn of marijuana u/50 et al.,Monmouth University
2016-04-24,2016-04-24,20:38,20:38,16mu03066,hesse hall,pula w/alcohol,Monmouth University
2016-04-24,2016-04-24,21:58,21:58,16mu03073,mullaney hall,dv simple assault,Monmouth University
2016-04-24,2016-04-24,20:00,22:25,16mu03075,laurel hall,simple assault,Monmouth University
2016-04-25,NA,22:00,20:33,16mu03098,laurel hall,theft,Monmouth University
2016-04-26,2016-04-26,00:01,00:01,16mu03112,maplewood hall,psula w/alcohol,Monmouth University
2016-04-26,NA,NA,08:52,16mu03119,internet,harassment,Monmouth University
2016-04-26,2016-04-22,02:30,15:10,16mu03126,howard hall,theft,Monmouth University
2016-04-27,2016-04-27,03:03,03:03,16mu03147,mullaney hall,pula w/alcohol,Monmouth University
2016-04-29,2016-04-29,09:45,09:45,16mu03206,howard hall,criminal mischief/bias incident,Monmouth University
2016-04-29,2016-04-29,15:10,15:10,16mu03213,bookstore,poss. of cds under 50 g,Monmouth University
2016-05-03,2016-05-03,10:00,10:00,16mu03324,mac,student misconduct,Monmouth University
2016-05-09,2016-05-09,01:51,01:51,16mu03406,center access road north,psula w/alcohol,Monmouth University
2016-05-17,2016-04-30,16:00,14:00,16mu03555,pollak theater,theft,Monmouth University
2016-05-18,2016-05-18,11:44,11:44,16mu03573,mac,student misconduct,Monmouth University
2016-06-01,2016-06-01,16:15,16:15,16mu03906,student center,disorderly conduct,Monmouth University
2016-06-08,2016-06-08,10:01,10:01,16mu04060,mac,student misconduct,Monmouth University
2016-06-08,2016-06-08,14:14,14:15,16mu04066,mcallan hall,theft,Monmouth University
2016-06-14,2016-06-14,08:26,08:26,16mu04206,email,student misconduct,Monmouth University
2016-07-01,2016-07-01,04:10,04:10,16mu04654,main commuter lot,simple assault,Monmouth University
2016-07-01,2016-07-01,06:18,06:18,16mu04655,hesse soccer field,jvpula w/alcohol,Monmouth University
2016-07-05,2016-07-01,03:00,09:09,16mu04740,wilson hall,theft,Monmouth University
2016-07-27,2016-07-24,20:00,14:31,16mu05319,spruce hall,theft,Monmouth University
2016-08-01,2020-07-31,21:00,15:15,16mu05448,ifo spruce hall,theft of bike,Monmouth University
2016-08-03,2016-08-03,09:50,09:50,16mu05490,pozycki hall,criminal mischief,Monmouth University
2016-08-08,2016-08-08,09:00,09:35,16mu05613,wilson hall,harassment,Monmouth University
2016-08-08,NA,12:00,07:53,16mu05661,monmouth university,parole violation,Monmouth University
2016-08-15,2016-08-15,14:22,14:22,16mu05794,ocean first bank center,theft,Monmouth University
2016-08-18,NA,09:00,10:51,16mu05867,wilson hall,theft,Monmouth University
2016-08-21,2016-08-21,03:40,03:40,16mu05928,monmouth university,mv theft,Monmouth University
2016-08-30,2016-08-30,15:04,15:04,16mu06164,student center,theft,Monmouth University
2016-09-01,NA,08:00,08:45,16mu06214,edison science,theft/unfounded,Monmouth University
2016-09-02,2016-09-02,20:57,20:57,16mu06259,willow hall,pula w/alcohol,Monmouth University
2016-09-04,2016-09-04,16:29,16:29,16mu06307,elmwood hall,pssn marijuana u/50 w/para,Monmouth University
2016-09-04,2016-09-04,23:22,23:22,16mu06325,elmwood hall,pssn marijuana u/50 w/para/alcohol u/age,Monmouth University
2016-09-05,2016-09-05,19:11,19:11,16mu06348,elmwood hall,pula w/alcohol,Monmouth University
2016-09-06,2016-09-04,21:00,16:49,16mu06370,laurel hall,theft,Monmouth University
2016-09-07,2016-09-04,19:54,07:56,16mu06397,long branch,student misconduct,Monmouth University
2016-09-07,2016-09-01,08:00,15:15,16mu06401,facilities management,theft by deception,Monmouth University
2016-09-08,2016-09-08,14:53,14:53,16mu06435,parking lot 9,student misconduct,Monmouth University
2016-09-09,2016-09-09,02:42,02:42,16mu06461,"366 cedar ave., lb, nj",pula w/alcohol,Monmouth University
2016-09-09,NA,NA,11:52,16mu06473,unknown,theft,Monmouth University
2016-09-09,2016-09-09,19:52,19:52,16mu06488,mullaney hall,student misconduct,Monmouth University
2016-09-10,2016-09-10,00:55,00:55,16mu06496,oakwood hall,pula w/alcohol,Monmouth University
2016-09-10,2016-09-10,22:11,22:11,16mu06530,willow hall,pula w/alcohol,Monmouth University
2016-09-11,2016-09-11,02:00,02:00,16mu06536,elmwood hall,pula w/alcohol,Monmouth University
2016-09-12,2016-09-12,02:24,02:24,16mu06571,elmwood hall,pula w/alcohol,Monmouth University
2016-09-12,2016-09-06,18:00,13:54,16mu06589,maplewood hall,burglary/theft,Monmouth University
2016-09-13,2016-09-13,12:39,12:39,16mu06624,laurel hall,student misconduct,Monmouth University
2016-09-12,2016-09-06,16:44,08:37,16mu06658,monmouth university,defiant trespass,Monmouth University
2016-09-14,2016-09-14,13:00,13:15,16mu06667,maplewood hall,student misconduct,Monmouth University
2016-09-14,NA,NA,17:22,16mu06675,on campus,harassment,Monmouth University
2016-09-16,2016-09-16,00:48,00:48,16mu06732,maplewood hall,student misconduct,Monmouth University
2016-09-18,2016-09-18,20:30,21:42,16mu06855,elmwood hall,criminal mischief,Monmouth University
2016-09-19,2020-09-18,22:30,09:30,16mu06871,mullaney hall,theft,Monmouth University
2016-09-20,2016-09-20,21:00,21:11,16mu06935,howard hall,theft,Monmouth University
2016-09-22,2016-09-15,10:00,17:38,16mu07021,plangere,solicitation,Monmouth University
2016-09-22,2016-09-22,09:52,10:36,16mu07005,parking lot 11,student misconduct,Monmouth University
2016-09-23,2016-09-23,22:35,22:35,16mu07074,cedar hall,psula w/alcohol,Monmouth University
2016-09-24,2016-09-24,00:54,00:54,16mu07078,cedar hall,pula w/alcohol,Monmouth University
2016-09-24,2016-09-24,01:56,01:57,16mu07080,parking lot 3,dv harassment,Monmouth University
2016-09-29,2016-09-29,21:03,21:03,16mu07304,parking lot 3,student misconduct,Monmouth University
2016-09-30,2020-09-21,21:00,15:34,16mu07331,parking lot 3,theft,Monmouth University
2016-09-30,2016-09-30,15:40,15:40,16mu07332,monmouth university,harassment,Monmouth University
2016-09-30,2016-09-30,22:55,22:55,16mu07340,monmouth university,student misconduct,Monmouth University
2016-10-01,2016-10-01,12:48,12:49,16mu07369,parking lot 13,disorderly conduct,Monmouth University
2016-10-05,2016-10-05,11:30,13:35,16mu07522,dining hall,theft,Monmouth University
2016-10-08,2016-10-08,00:35,00:35,16mu07620,maplewood hall,psula w/alcohol,Monmouth University
2016-10-08,2016-10-08,02:04,02:04,16mu07623,cedar hall,pula w/alcohol,Monmouth University
2016-10-08,2016-10-08,02:42,02:42,16mu07624,parking lot 5,pula w/alcohol,Monmouth University
2016-10-08,2016-10-08,23:17,23:17,16mu07652,elmwood hall,"pssn of marijuana,paraphernalia,disorderly",Monmouth University
2016-10-09,2016-10-09,00:10,00:10,16mu07653,pinewood hall,pssn of marijuana,Monmouth University
2016-10-09,2016-10-09,02:15,02:15,16mu07656,laurel hall,pula w/alcohol,Monmouth University
2016-10-09,2020-10-07,16:00,07:25,16mu07664,outdoors,theft,Monmouth University
2016-10-09,2016-10-09,NA,16:30,16mu07677,hesse hall,criminal mischief,Monmouth University
2016-10-10,2020-10-07,19:00,12:01,16mu07707,parking lot 25,theft,Monmouth University
2016-10-14,2016-10-14,05:12,05:12,16mu07859,mullaney hall,pula w/alcohol,Monmouth University
2016-10-18,2016-10-18,22:57,22:57,16mu08027,elmwood hall,pssn of cds (cocaine) et al.,Monmouth University
2016-10-21,2016-10-21,21:36,21:36,16mu08164,oakwood hall,pssn of cds/paraphernalia,Monmouth University
2016-10-22,2016-10-22,02:06,02:06,16mu08170,pinewood hall,pula w/alcohol,Monmouth University
2016-10-22,2016-10-22,03:09,03:09,16mu08171,parking lot 1 & 3,"criminal mischief, minor in poss. of alcohol",Monmouth University
2016-10-23,2016-10-23,04:56,04:56,16mu08205,cedar hall,pula w/alcohol,Monmouth University
2016-10-23,2016-10-23,10:35,10:45,16mu08220,parking lot 9,theft of sign,Monmouth University
2016-10-25,2016-10-25,02:38,02:38,16mu08276,bey hall,criminal mischief,Monmouth University
2016-10-26,2016-10-25,10:00,13:15,16mu08287,dining hall,theft by unlawful taking,Monmouth University
