year,university,sector_desc,sector_cd,noncampus_weapon,noncampus_drug,noncampus_liquor,oncampus_weapon,oncampus_drug,oncampus_liquor,publicproperty_weapon,publicproperty_drug,publicproperty_liquor,reported_weapon,reported_drug,reported_liquor,residencehall_weapon,residencehall_drug,residencehall_liquor
2017,Rollins College,"Private nonprofit, 4-year or above",2,0,0,0,0,5,62,0,2,2,0,0,0,0,5,61
2017,Rutgers University-New Brunswick,"Public, 4-year or above",1,0,0,0,0,66,35,0,2,0,0,0,0,0,56,35
2017,San Diego State University,"Public, 4-year or above",1,0,0,0,4,232,669,0,0,0,0,0,0,4,232,669
2017,Southern Methodist University,"Private nonprofit, 4-year or above",2,0,0,1,1,27,209,0,2,30,0,0,0,1,23,146
2017,SUNY at Albany,"Public, 4-year or above",1,0,0,0,3,208,175,0,0,1,0,0,0,3,190,174
2017,Syracuse University,"Private nonprofit, 4-year or above",2,0,3,12,0,186,1023,0,1,30,0,0,0,0,177,944
2017,Texas A & M University-College Station,"Public, 4-year or above",1,0,0,0,6,104,137,0,1,0,0,0,0,5,66,119
2017,Texas Christian University,"Private nonprofit, 4-year or above",2,0,0,0,0,104,628,0,0,2,0,0,0,0,103,533
2017,Texas State University,"Public, 4-year or above",1,0,2,6,0,2,1,0,0,0,0,0,0,0,1,0
2017,The University of Texas at Austin,"Public, 4-year or above",1,0,0,0,1,67,110,0,2,6,0,0,0,0,41,75
2017,Tufts University,"Private nonprofit, 4-year or above",2,0,0,0,0,2,166,0,0,0,0,0,0,0,2,154
2017,University at Buffalo,"Public, 4-year or above",1,0,0,0,2,306,304,0,0,0,0,0,0,0,306,278
2017,University of Arizona,"Public, 4-year or above",1,0,2,12,0,95,428,0,5,32,0,0,0,0,76,323
2017,University of Arkansas,"Public, 4-year or above",1,0,2,17,0,23,566,0,0,0,0,0,0,0,20,542
2017,University of California-Berkeley,"Public, 4-year or above",1,1,0,0,1,122,523,0,0,0,0,0,0,0,121,522
2017,University of California-Irvine,"Public, 4-year or above",1,0,0,0,2,21,275,0,1,3,0,0,0,2,15,238
2017,University of California-Riverside,"Public, 4-year or above",1,0,0,0,3,24,60,0,0,0,0,0,0,3,23,59
2017,University of California-Santa Barbara,"Public, 4-year or above",1,0,0,0,2,118,370,0,0,0,0,0,0,2,118,370
2017,University of Central Florida,"Public, 4-year or above",1,0,0,0,0,123,75,0,2,0,0,0,0,0,87,66
2017,University of Delaware,"Public, 4-year or above",1,0,0,3,2,151,582,0,5,27,0,0,0,2,114,508
2017,University of Idaho,"Public, 4-year or above",1,0,3,6,0,22,75,0,6,1,0,0,0,0,20,67
2017,University of Illinois at Urbana-Champaign,"Public, 4-year or above",1,0,0,1,1,360,274,0,2,19,0,0,0,1,243,249
2017,University of Iowa,"Public, 4-year or above",1,0,0,0,0,55,693,0,2,1,0,0,0,0,39,682
2017,University of Kansas,"Public, 4-year or above",1,0,0,0,0,67,480,0,0,0,0,0,0,0,67,459
2017,University of Kentucky,"Public, 4-year or above",1,0,0,0,0,63,618,0,0,0,0,0,0,0,58,613
2017,University of Louisiana at Lafayette,"Public, 4-year or above",1,0,0,0,0,48,6,0,0,0,0,0,0,0,27,3
2017,University of Michigan-Ann Arbor,"Public, 4-year or above",1,0,0,1,2,278,1556,0,0,4,0,0,0,2,277,1543
2017,University of Mississippi,"Public, 4-year or above",1,0,0,0,0,148,191,0,0,0,0,0,0,0,111,70
2017,University of Missouri-Columbia,"Public, 4-year or above",1,0,0,2,0,4,416,0,0,1,0,0,0,0,3,360
2017,University of Nebraska-Lincoln,"Public, 4-year or above",1,0,1,16,0,86,535,0,0,0,0,0,0,0,81,525
2017,University of Nevada-Reno,"Public, 4-year or above",1,0,0,5,0,52,152,0,0,6,0,0,0,0,41,143
2017,University of New Mexico-Main Campus,"Public, 4-year or above",1,0,0,0,8,93,316,0,2,0,0,0,0,6,93,311
2017,University of Pittsburgh-Pittsburgh Campus,"Public, 4-year or above",1,0,0,3,0,152,279,0,0,6,0,0,0,0,118,276
2017,University of South Carolina-Columbia,"Public, 4-year or above",1,5,4,1,6,75,719,0,3,1,0,0,0,5,70,648
2017,University of Southern California,"Private nonprofit, 4-year or above",2,0,20,139,0,88,689,0,0,13,0,0,0,0,88,668
2017,University of Vermont,"Public, 4-year or above",1,0,0,0,0,505,476,0,6,17,0,0,0,0,405,411
2017,University of Virginia-Main Campus,"Public, 4-year or above",1,0,2,1,0,70,401,0,0,14,0,0,0,0,51,357
2017,University of Wisconsin-Madison,"Public, 4-year or above",1,0,1,3,2,370,1198,0,21,53,0,0,0,1,334,905
2017,Washington State University,"Public, 4-year or above",1,0,0,2,0,333,234,0,0,0,0,0,0,0,259,164
2017,West Virginia University,"Public, 4-year or above",1,0,0,2,1,229,1375,0,7,19,0,0,0,0,208,1274
2018,Albany State University,"Public, 4-year or above",1,0,0,0,3,52,38,0,1,0,0,0,0,3,52,38
2018,Arkansas State University-Main Campus,"Public, 4-year or above",1,0,0,0,1,55,50,0,12,1,0,0,0,0,40,21
2018,Ball State University,"Public, 4-year or above",1,0,0,0,5,124,300,0,0,0,0,0,0,5,115,298
2018,California Polytechnic State University-San Luis Obispo,"Public, 4-year or above",1,0,0,0,1,7,124,0,0,0,0,0,0,1,5,113
2018,California State University-Chico,"Public, 4-year or above",1,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0
2018,Clemson University,"Public, 4-year or above",1,0,0,0,0,47,506,0,2,2,0,0,0,0,43,482
2018,College of Charleston,"Public, 4-year or above",1,0,0,0,0,75,139,0,0,0,0,0,0,0,73,137
2018,Delaware State University,"Public, 4-year or above",1,0,1,0,3,117,61,0,0,0,0,0,0,3,77,43
2018,DePauw University,"Private nonprofit, 4-year or above",2,0,4,9,1,60,78,0,3,11,0,0,0,0,59,66
2018,East Carolina University,"Public, 4-year or above",1,0,0,18,1,10,449,0,0,1,0,0,0,1,10,433
2018,Emory University,"Private nonprofit, 4-year or above",2,0,2,0,0,19,165,0,0,0,0,0,0,0,19,165
2018,Ferrum College,"Private nonprofit, 4-year or above",2,0,0,0,0,46,31,0,0,0,0,0,0,0,40,31
2018,Florida Atlantic University,"Public, 4-year or above",1,0,0,0,0,73,72,0,0,0,0,0,0,0,54,61
2018,Florida International University,"Public, 4-year or above",1,0,0,0,1,30,65,0,1,0,0,0,0,1,19,53
2018,Florida State University,"Public, 4-year or above",1,1,0,0,0,1,279,0,0,0,0,0,0,0,0,279
2018,Hampden-Sydney College,"Private nonprofit, 4-year or above",2,0,0,1,0,42,64,0,0,5,0,0,0,0,26,42
2018,Indiana University-Bloomington,"Public, 4-year or above",1,0,16,14,0,446,1179,0,14,16,0,0,0,0,162,1164
2018,James Madison University,"Public, 4-year or above",1,0,0,0,0,79,678,0,0,0,0,0,0,0,77,667
2018,Louisiana State University and Agricultural & Mechanical College,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Marshall University,"Public, 4-year or above",1,0,0,0,0,17,17,0,0,0,0,0,0,0,17,17
2018,Michigan State University,"Public, 4-year or above",1,0,0,2,1,459,836,0,0,0,0,0,0,1,459,836
2018,Monmouth University,"Private nonprofit, 4-year or above",2,0,1,0,2,11,82,0,0,0,0,0,0,2,10,82
2018,Murray State University,"Public, 4-year or above",1,0,0,0,0,8,14,0,0,0,0,0,0,0,6,14
2018,North Carolina Central University,"Public, 4-year or above",1,0,0,0,4,145,16,0,10,0,0,0,0,4,103,12
2018,North Carolina State University at Raleigh,"Public, 4-year or above",1,0,1,14,10,114,292,0,3,2,0,0,0,9,77,273
2018,Ohio State University-Main Campus,"Public, 4-year or above",1,0,8,9,11,344,1346,0,0,1,0,0,0,10,286,1294
2018,Ohio University-Main Campus,"Public, 4-year or above",1,0,0,0,0,20,224,0,0,0,0,0,0,0,20,224
2018,Prairie View A & M University,"Public, 4-year or above",1,0,3,0,0,87,23,0,0,0,0,0,0,0,83,23
2018,Rollins College,"Private nonprofit, 4-year or above",2,0,0,0,1,47,44,0,5,0,0,0,0,1,47,43
2018,Rutgers University-New Brunswick,"Public, 4-year or above",1,0,9,0,0,96,10,0,3,0,0,0,0,0,78,10
2018,San Diego State University,"Public, 4-year or above",1,0,0,0,0,144,569,0,0,0,0,0,0,0,144,569
2018,Southern Methodist University,"Private nonprofit, 4-year or above",2,0,0,0,0,80,186,0,1,0,0,0,0,0,62,180
2018,SUNY at Albany,"Public, 4-year or above",1,0,0,0,4,205,174,0,1,2,0,0,0,3,156,172
2018,Syracuse University,"Private nonprofit, 4-year or above",2,0,0,2,2,264,669,0,0,14,0,0,0,2,258,644
2018,Texas A & M University-College Station,"Public, 4-year or above",1,0,7,81,2,65,109,0,0,0,0,0,0,1,58,100
2018,Texas Christian University,"Private nonprofit, 4-year or above",2,0,0,0,0,126,757,0,1,3,0,0,0,0,79,680
2018,Texas State University,"Public, 4-year or above",1,0,0,0,0,47,42,0,3,3,0,0,0,0,18,33
2018,The University of Texas at Austin,"Public, 4-year or above",1,0,0,0,1,39,104,0,3,3,0,0,0,0,31,89
2018,Tufts University,"Private nonprofit, 4-year or above",2,0,0,0,1,0,71,0,0,0,0,0,0,1,0,68
2018,University at Buffalo,"Public, 4-year or above",1,0,0,0,0,296,279,0,0,0,0,0,0,0,254,279
2018,University of Arizona,"Public, 4-year or above",1,0,1,11,0,63,578,0,0,35,0,0,0,0,58,571
2018,University of Arkansas,"Public, 4-year or above",1,0,0,2,1,76,568,0,0,0,0,0,0,0,66,560
2018,University of California-Berkeley,"Public, 4-year or above",1,0,0,0,8,118,653,0,0,0,0,0,0,8,118,653
2018,University of California-Irvine,"Public, 4-year or above",1,0,0,3,2,49,261,0,6,0,0,0,0,2,44,227
2018,University of California-Riverside,"Public, 4-year or above",1,0,0,0,3,66,45,0,0,0,0,0,0,3,65,45
2018,University of California-Santa Barbara,"Public, 4-year or above",1,0,0,8,2,40,318,0,0,0,0,0,0,2,37,318
2018,University of Central Florida,"Public, 4-year or above",1,1,5,4,2,113,119,1,9,2,0,0,0,2,59,102
2018,University of Delaware,"Public, 4-year or above",1,0,0,6,0,106,538,0,7,11,0,0,0,0,83,490
2018,University of Idaho,"Public, 4-year or above",1,0,0,6,0,24,63,0,1,3,0,0,0,0,18,58
2018,University of Illinois at Urbana-Champaign,"Public, 4-year or above",1,0,0,0,0,54,236,0,0,13,0,0,0,0,51,234
2018,University of Iowa,"Public, 4-year or above",1,0,0,0,1,44,546,0,1,0,0,0,0,0,42,545
2018,University of Kansas,"Public, 4-year or above",1,0,0,0,5,113,505,0,0,0,0,0,0,5,109,487
2018,University of Kentucky,"Public, 4-year or above",1,0,0,0,0,145,627,0,0,0,0,0,0,0,134,623
2018,University of Louisiana at Lafayette,"Public, 4-year or above",1,0,0,0,0,9,6,0,0,0,0,0,0,0,5,3
2018,University of Michigan-Ann Arbor,"Public, 4-year or above",1,0,0,0,2,135,1001,2,5,0,0,0,0,2,135,943
2018,University of Mississippi,"Public, 4-year or above",1,0,0,0,4,69,258,0,0,0,0,0,0,2,49,216
2018,University of Missouri-Columbia,"Public, 4-year or above",1,0,0,0,0,8,196,0,1,0,0,0,0,0,4,186
2018,University of Nebraska-Lincoln,"Public, 4-year or above",1,0,2,8,0,70,422,0,0,0,0,0,0,0,48,421
2018,University of Nevada-Reno,"Public, 4-year or above",1,0,0,0,0,50,90,0,0,0,0,0,0,0,44,86
2018,University of New Mexico-Main Campus,"Public, 4-year or above",1,0,0,0,4,62,191,0,0,0,0,0,0,2,50,190
2018,University of Pittsburgh-Pittsburgh Campus,"Public, 4-year or above",1,0,0,3,0,56,252,0,8,11,0,0,0,0,46,247
2018,University of South Carolina-Columbia,"Public, 4-year or above",1,0,13,8,5,53,577,0,5,8,0,0,0,5,37,533
2018,University of Southern California,"Private nonprofit, 4-year or above",2,0,2,28,0,206,735,0,0,0,0,0,0,0,206,732
2018,University of Vermont,"Public, 4-year or above",1,0,1,7,0,185,368,0,0,0,0,0,0,0,162,344
2018,University of Virginia-Main Campus,"Public, 4-year or above",1,0,1,5,0,28,439,0,1,5,0,0,0,0,12,404
2018,University of Wisconsin-Madison,"Public, 4-year or above",1,0,4,8,1,233,1262,0,15,42,0,0,0,1,198,1008
2018,Washington State University,"Public, 4-year or above",1,1,0,0,0,322,252,0,9,0,0,0,0,0,246,169
2018,West Virginia University,"Public, 4-year or above",1,0,0,5,1,368,1294,0,5,10,0,0,0,1,356,1184
2019,Albany State University,"Public, 4-year or above",1,0,0,0,0,34,23,0,0,0,0,0,0,0,33,23
2019,Arkansas State University-Main Campus,"Public, 4-year or above",1,0,0,0,2,53,52,0,5,0,0,0,0,0,33,36
2019,Ball State University,"Public, 4-year or above",1,0,2,1,0,113,229,0,4,0,0,0,0,0,90,226
2019,California Polytechnic State University-San Luis Obispo,"Public, 4-year or above",1,0,0,0,0,24,43,0,0,0,0,0,0,0,16,38
2019,California State University-Chico,"Public, 4-year or above",1,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0
2019,Clemson University,"Public, 4-year or above",1,0,0,0,0,45,664,0,4,2,0,0,0,0,40,643
2019,College of Charleston,"Public, 4-year or above",1,0,0,0,0,68,168,0,0,0,0,0,0,0,66,166
2019,Delaware State University,"Public, 4-year or above",1,0,0,0,1,17,33,0,1,0,0,0,0,0,3,26
2019,DePauw University,"Private nonprofit, 4-year or above",2,0,5,12,1,40,43,0,0,3,0,0,0,1,37,36
2019,East Carolina University,"Public, 4-year or above",1,0,0,3,4,30,338,0,0,1,0,0,0,4,12,329
2019,Emory University,"Private nonprofit, 4-year or above",2,0,0,0,0,21,196,0,0,0,0,0,0,0,21,196
2019,Ferrum College,"Private nonprofit, 4-year or above",2,0,0,0,0,53,33,0,0,0,0,0,0,0,48,22
2019,Florida Atlantic University,"Public, 4-year or above",1,0,0,2,1,10,58,0,0,0,0,0,0,0,7,52
2019,Florida International University,"Public, 4-year or above",1,0,0,0,3,56,39,0,0,0,0,0,0,2,50,39
2019,Florida State University,"Public, 4-year or above",1,0,0,0,0,0,218,0,0,0,0,0,0,0,0,218
2019,Hampden-Sydney College,"Private nonprofit, 4-year or above",2,0,2,2,1,21,31,0,0,0,0,0,0,1,18,20
2019,Indiana University-Bloomington,"Public, 4-year or above",1,0,2,3,0,247,913,0,5,7,0,0,0,0,188,872
2019,James Madison University,"Public, 4-year or above",1,0,0,0,0,42,579,0,0,0,0,0,0,0,39,542
2019,Louisiana State University and Agricultural & Mechanical College,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Marshall University,"Public, 4-year or above",1,0,0,0,0,5,34,0,0,0,0,0,0,0,5,33
2019,Michigan State University,"Public, 4-year or above",1,0,0,2,1,298,739,0,0,0,0,0,0,1,278,734
2019,Monmouth University,"Private nonprofit, 4-year or above",2,0,5,0,0,22,63,0,0,0,0,0,0,0,22,63
2019,Murray State University,"Public, 4-year or above",1,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8
2019,North Carolina Central University,"Public, 4-year or above",1,0,0,0,5,96,30,0,7,0,0,0,0,5,68,22
2019,North Carolina State University at Raleigh,"Public, 4-year or above",1,0,0,1,3,84,377,0,0,0,0,0,0,3,60,353
2019,Ohio State University-Main Campus,"Public, 4-year or above",1,0,0,14,5,278,1340,0,0,3,0,0,0,5,232,1260
2019,Ohio University-Main Campus,"Public, 4-year or above",1,0,0,0,0,17,234,0,0,0,0,0,0,0,17,234
2019,Prairie View A & M University,"Public, 4-year or above",1,0,1,0,0,48,9,0,0,0,0,0,0,0,47,9
2019,Rollins College,"Private nonprofit, 4-year or above",2,0,0,0,0,37,92,0,0,0,0,0,0,0,35,92
2019,Rutgers University-New Brunswick,"Public, 4-year or above",1,0,0,0,0,101,36,0,4,1,0,0,0,0,84,27
2019,San Diego State University,"Public, 4-year or above",1,0,0,0,0,205,856,0,0,0,0,0,0,0,205,856
2019,Southern Methodist University,"Private nonprofit, 4-year or above",2,0,1,0,2,34,191,0,0,1,0,0,0,0,19,180
2019,SUNY at Albany,"Public, 4-year or above",1,0,0,0,3,211,94,0,0,0,0,0,0,3,167,93
2019,Syracuse University,"Private nonprofit, 4-year or above",2,0,0,57,1,71,440,0,0,1,0,0,0,1,69,438
2019,Texas A & M University-College Station,"Public, 4-year or above",1,0,4,6,1,69,135,0,1,0,0,0,0,1,57,117
2019,Texas Christian University,"Private nonprofit, 4-year or above",2,0,0,0,0,76,683,0,2,3,0,0,0,0,74,599
2019,Texas State University,"Public, 4-year or above",1,0,0,0,0,120,233,0,7,1,0,0,0,0,82,179
2019,The University of Texas at Austin,"Public, 4-year or above",1,0,1,0,0,75,99,0,3,1,0,0,0,0,29,84
2019,Tufts University,"Private nonprofit, 4-year or above",2,0,0,0,1,39,168,0,0,0,0,0,0,1,39,164
2019,University at Buffalo,"Public, 4-year or above",1,0,0,0,1,298,408,0,0,0,0,0,0,1,270,407
2019,University of Arizona,"Public, 4-year or above",1,0,11,11,0,103,748,0,32,32,0,0,0,0,91,734
2019,University of Arkansas,"Public, 4-year or above",1,1,5,8,1,16,579,0,0,0,0,0,0,1,15,567
2019,University of California-Berkeley,"Public, 4-year or above",1,0,0,0,0,55,461,0,0,0,0,0,0,0,55,461
2019,University of California-Irvine,"Public, 4-year or above",1,0,0,0,2,48,317,0,0,0,0,0,0,1,48,316
2019,University of California-Riverside,"Public, 4-year or above",1,0,0,0,1,61,63,0,0,0,0,0,0,1,59,63
2019,University of California-Santa Barbara,"Public, 4-year or above",1,0,0,0,1,72,232,0,0,0,0,0,0,1,70,232
2019,University of Central Florida,"Public, 4-year or above",1,0,0,0,1,89,113,0,14,3,0,0,0,1,57,104
2019,University of Delaware,"Public, 4-year or above",1,0,0,0,0,98,529,0,7,12,0,0,0,0,45,498
2019,University of Idaho,"Public, 4-year or above",1,0,1,0,0,32,29,0,2,0,0,0,0,0,30,29
2019,University of Illinois at Urbana-Champaign,"Public, 4-year or above",1,0,0,5,1,15,284,0,0,9,0,0,0,0,13,265
2019,University of Iowa,"Public, 4-year or above",1,0,0,0,0,31,556,0,0,0,0,0,0,0,28,553
2019,University of Kansas,"Public, 4-year or above",1,0,2,0,4,92,388,0,0,0,0,0,0,4,89,379
2019,University of Kentucky,"Public, 4-year or above",1,0,0,0,0,85,822,0,1,0,0,0,0,0,80,819
2019,University of Louisiana at Lafayette,"Public, 4-year or above",1,0,0,0,0,16,1,0,0,0,0,0,0,0,8,1
2019,University of Michigan-Ann Arbor,"Public, 4-year or above",1,0,0,2,2,116,1044,0,0,0,0,0,0,0,115,1022
2019,University of Mississippi,"Public, 4-year or above",1,0,0,0,2,38,177,0,0,0,0,0,0,1,29,168
2019,University of Missouri-Columbia,"Public, 4-year or above",1,0,0,44,0,5,142,0,1,0,0,0,0,0,5,139
2019,University of Nebraska-Lincoln,"Public, 4-year or above",1,0,0,2,0,37,520,0,0,0,0,0,0,0,37,519
2019,University of Nevada-Reno,"Public, 4-year or above",1,0,0,0,0,72,67,0,1,5,0,0,0,0,72,65
2019,University of New Mexico-Main Campus,"Public, 4-year or above",1,0,0,0,2,92,199,0,0,0,0,0,0,2,92,199
2019,University of Pittsburgh-Pittsburgh Campus,"Public, 4-year or above",1,0,4,9,0,58,326,0,11,3,0,0,0,0,49,322
2019,University of South Carolina-Columbia,"Public, 4-year or above",1,1,12,16,2,80,635,1,10,16,0,0,0,2,67,537
2019,University of Southern California,"Private nonprofit, 4-year or above",2,1,2,18,2,39,16,0,0,8,0,0,0,1,35,2
2019,University of Vermont,"Public, 4-year or above",1,0,0,0,0,189,327,0,1,15,0,0,0,0,144,286
2019,University of Virginia-Main Campus,"Public, 4-year or above",1,0,0,4,0,13,313,0,0,11,0,0,0,0,1,275
2019,University of Wisconsin-Madison,"Public, 4-year or above",1,0,0,7,0,189,951,0,4,30,0,0,0,0,186,768
2019,Washington State University,"Public, 4-year or above",1,0,0,1,0,333,222,0,0,0,0,0,0,0,279,162
2019,West Virginia University,"Public, 4-year or above",1,0,0,5,0,113,1322,0,0,18,0,0,0,0,108,1302
