university,week,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,week_id,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,treatment_percent,year,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,month,ihs_sexual_assault,ihs_alcohol_offense,ihs_theft,ihs_robbery_burglary,ihs_drug_offense,uni_month,sexual_assault_per100,alcohol_offense_per100,theft_per100,robbery_burglary_per100,drug_offense_per100,uni_year
Marshall University,2016-12-12,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2016,237525,45,9615,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13647,737,162,7962,5685,4115,5500,602,78,192,3297,4583,10799,7997,3488,4509,9615,12,0,0,0,0,0,117,0,0,0,0,0,88
Marshall University,2016-12-19,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2016,237525,45,9615,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13647,737,162,7962,5685,4115,5500,602,78,192,3297,4583,10799,7997,3488,4509,9615,12,0,0,0,0,0,117,0,0,0,0,0,88
Marshall University,2016-12-26,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2016,237525,45,9615,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13647,737,162,7962,5685,4115,5500,602,78,192,3297,4583,10799,7997,3488,4509,9615,12,0,0,0,0,0,117,0,0,0,0,0,88
Marshall University,2017-01-02,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,1,0,0,0,0,0,109,0,0,0,0,0,89
Marshall University,2017-01-09,0,2,1,0,0,2,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,1,0,1.4436354751788103,0,0,0.8813735870195429,109,0,15.098897780462027,0,0,7.549448890231013,89
Marshall University,2017-01-16,0,3,0,0,0,3,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,1,0,1.8184464592320668,0,0,0,109,0,22.64834667069304,0,0,0,89
Marshall University,2017-01-23,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,1,0,0,0,0,0,109,0,0,0,0,0,89
Marshall University,2017-01-30,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,1,0,0,0,0,0,109,0,0,0,0,0,89
Marshall University,2017-02-06,0,0,0,0,1,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,2,0,0,0,0.8813735870195429,0,110,0,0,0,7.549448890231013,0,89
Marshall University,2017-02-13,0,0,1,2,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,2,0,0,1.4436354751788103,0,0.8813735870195429,110,0,0,15.098897780462027,0,7.549448890231013,89
Marshall University,2017-02-20,0,1,0,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,2,0,0.8813735870195429,0,0,0,110,0,7.549448890231013,0,0,0,89
Marshall University,2017-02-27,1,0,1,0,1,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,2,0.8813735870195429,0,0,0.8813735870195429,0.8813735870195429,110,7.549448890231013,0,0,7.549448890231013,7.549448890231013,89
Marshall University,2017-03-06,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,3,0,0,0,0,0,111,0,0,0,0,0,89
Marshall University,2017-03-13,0,1,0,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,3,0,0.8813735870195429,0,0,0,111,0,7.549448890231013,0,0,0,89
Marshall University,2017-03-20,0,0,0,1,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,3,0,0,0.8813735870195429,0,0,111,0,0,7.549448890231013,0,0,89
Marshall University,2017-03-27,0,0,0,1,1,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,3,0,0,0.8813735870195429,0.8813735870195429,0,111,0,0,7.549448890231013,7.549448890231013,0,89
Marshall University,2017-04-03,0,1,0,2,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,4,0,0.8813735870195429,1.4436354751788103,0,0,112,0,7.549448890231013,15.098897780462027,0,0,89
Marshall University,2017-04-10,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,4,0,0,0,0,0,112,0,0,0,0,0,89
Marshall University,2017-04-17,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,4,0,0,0,0,0,112,0,0,0,0,0,89
Marshall University,2017-04-24,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,4,0,0,0,0,0,112,0,0,0,0,0,89
Marshall University,2017-05-01,0,1,0,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,5,0,0.8813735870195429,0,0,0,113,0,7.549448890231013,0,0,0,89
Marshall University,2017-05-08,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,5,0,0,0,0,0,113,0,0,0,0,0,89
Marshall University,2017-05-15,0,0,0,1,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,5,0,0,0.8813735870195429,0,0,113,0,0,7.549448890231013,0,0,89
Marshall University,2017-05-22,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,5,0,0,0,0,0,113,0,0,0,0,0,89
Marshall University,2017-05-29,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,5,0,0,0,0,0,113,0,0,0,0,0,89
Marshall University,2017-09-04,0,2,0,1,0,2,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,9,0,1.4436354751788103,0.8813735870195429,0,0,114,0,15.098897780462027,7.549448890231013,0,0,89
Marshall University,2017-09-11,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,9,0,0,0,0,0,114,0,0,0,0,0,89
Marshall University,2017-09-18,1,1,0,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,9,0.8813735870195429,0.8813735870195429,0,0,0,114,7.549448890231013,7.549448890231013,0,0,0,89
Marshall University,2017-09-25,0,0,0,1,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,9,0,0,0.8813735870195429,0,0,114,0,0,7.549448890231013,0,0,89
Marshall University,2017-10-02,0,2,0,0,0,2,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,10,0,1.4436354751788103,0,0,0,115,0,15.098897780462027,0,0,0,89
Marshall University,2017-10-09,0,1,0,3,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,10,0,0.8813735870195429,1.8184464592320668,0,0,115,0,7.549448890231013,22.64834667069304,0,0,89
Marshall University,2017-10-16,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,10,0,0,0,0,0,115,0,0,0,0,0,89
Marshall University,2017-10-23,0,0,0,1,1,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,10,0,0,0.8813735870195429,0.8813735870195429,0,115,0,0,7.549448890231013,7.549448890231013,0,89
Marshall University,2017-10-30,0,1,1,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,10,0,0.8813735870195429,0,0,0.8813735870195429,115,0,7.549448890231013,0,0,7.549448890231013,89
Marshall University,2017-11-06,0,3,0,1,0,3,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,11,0,1.8184464592320668,0.8813735870195429,0,0,116,0,22.64834667069304,7.549448890231013,0,0,89
Marshall University,2017-11-13,0,1,0,1,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,11,0,0.8813735870195429,0.8813735870195429,0,0,116,0,7.549448890231013,7.549448890231013,0,0,89
Marshall University,2017-11-20,0,1,0,1,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,11,0,0.8813735870195429,0.8813735870195429,0,0,116,0,7.549448890231013,7.549448890231013,0,0,89
Marshall University,2017-11-27,0,0,1,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,11,0,0,0,0,0.8813735870195429,116,0,0,0,0,7.549448890231013,89
Marshall University,2017-12-04,0,0,0,1,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,12,0,0,0.8813735870195429,0,0,117,0,0,7.549448890231013,0,0,89
Marshall University,2017-12-11,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,12,0,0,0,0,0,117,0,0,0,0,0,89
Marshall University,2017-12-18,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,12,0,0,0,0,0,117,0,0,0,0,0,89
Marshall University,2017-12-25,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2017,237525,49,9489,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13246,695,142,7794,5452,4003,5486,554,70,211,3195,4559,10479,7846,3398,4448,9489,12,0,0,0,0,0,117,0,0,0,0,0,89
Marshall University,2018-01-01,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,1,0,0,0,0,0,109,0,0,0,0,0,90
Marshall University,2018-01-08,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,1,0,0,0,0,0,109,0,0,0,0,0,90
Marshall University,2018-01-15,1,1,0,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,1,0.8813735870195429,0.8813735870195429,0,0,0,109,7.57346258709482,7.57346258709482,0,0,0,90
Marshall University,2018-01-22,0,1,1,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,1,0,0.8813735870195429,0,0,0.8813735870195429,109,0,7.57346258709482,0,0,7.57346258709482,90
Marshall University,2018-01-29,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,1,0,0,0,0,0,109,0,0,0,0,0,90
Marshall University,2018-02-05,0,1,1,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,2,0,0.8813735870195429,0,0,0.8813735870195429,110,0,7.57346258709482,0,0,7.57346258709482,90
Marshall University,2018-02-12,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,2,0,0,0,0,0,110,0,0,0,0,0,90
Marshall University,2018-02-19,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,2,0,0,0,0,0,110,0,0,0,0,0,90
Marshall University,2018-02-26,0,1,0,0,0,1,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,2,0,0.8813735870195429,0,0,0,110,0,7.57346258709482,0,0,0,90
Marshall University,2018-03-05,0,1,0,1,1,1,0,1,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0.42857142857142855,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,3,0,0.8813735870195429,0.8813735870195429,0.8813735870195429,0,111,0,7.57346258709482,7.57346258709482,7.57346258709482,0,90
Marshall University,2018-03-12,0,0,0,0,0,0,0,1,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0.42857142857142855,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,3,0,0,0,0,0,111,0,0,0,0,0,90
Marshall University,2018-03-19,0,0,0,0,0,0,0,1,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0.42857142857142855,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,3,0,0,0,0,0,111,0,0,0,0,0,90
Marshall University,2018-03-26,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,3,0,0,0,0,0,111,0,0,0,0,0,90
Marshall University,2018-04-02,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,4,0,0,0,0,0,112,0,0,0,0,0,90
Marshall University,2018-04-09,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,4,0,0,0,0,0,112,0,0,0,0,0,90
Marshall University,2018-04-16,0,0,0,0,0,0,0,0,Mon,2018-03-05T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,behavior,NA,0,2018,237525,46,9593,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-82.428964,38.422482,NA,13204,670,142,7856,5348,4070,5523,525,83,193,3266,4624,10546,7460,3220,4240,9593,4,0,0,0,0,0,112,0,0,0,0,0,90
