university,week,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,week_id,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,treatment_percent,year,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,month,ihs_sexual_assault,ihs_alcohol_offense,ihs_theft,ihs_robbery_burglary,ihs_drug_offense,uni_month,sexual_assault_per100,alcohol_offense_per100,theft_per100,robbery_burglary_per100,drug_offense_per100,uni_year
San Diego State University,2015-10-05,0,3,0,1,0,3,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,10,0,1.8184464592320668,0.8813735870195429,0,0,196,0,8.758101243650378,2.9193670812167922,0,0,150
San Diego State University,2015-10-12,0,1,2,0,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,10,0,0.8813735870195429,0,0,1.4436354751788103,196,0,2.9193670812167922,0,0,5.8387341624335845,150
San Diego State University,2015-10-19,0,5,0,1,0,5,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,10,0,2.3124383412727525,0.8813735870195429,0,0,196,0,14.59683540608396,2.9193670812167922,0,0,150
San Diego State University,2015-10-26,1,3,1,1,0,3,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,10,0.8813735870195429,1.8184464592320668,0.8813735870195429,0,0.8813735870195429,196,2.9193670812167922,8.758101243650378,2.9193670812167922,0,2.9193670812167922,150
San Diego State University,2015-11-02,0,1,1,0,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,11,0,0.8813735870195429,0,0,0.8813735870195429,197,0,2.9193670812167922,0,0,2.9193670812167922,150
San Diego State University,2015-11-09,0,2,0,0,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,11,0,1.4436354751788103,0,0,0,197,0,5.8387341624335845,0,0,0,150
San Diego State University,2015-11-16,0,1,0,0,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,11,0,0.8813735870195429,0,0,0,197,0,2.9193670812167922,0,0,0,150
San Diego State University,2015-11-23,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,11,0,0,0,0,0,197,0,0,0,0,0,150
San Diego State University,2015-11-30,0,3,0,0,0,3,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,11,0,1.8184464592320668,0,0,0,197,0,8.758101243650378,0,0,0,150
San Diego State University,2015-12-07,0,1,0,0,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,12,0,0.8813735870195429,0,0,0,198,0,2.9193670812167922,0,0,0,150
San Diego State University,2015-12-14,0,1,1,3,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,12,0,0.8813735870195429,1.8184464592320668,0,0.8813735870195429,198,0,2.9193670812167922,8.758101243650378,0,2.9193670812167922,150
San Diego State University,2015-12-21,0,1,0,0,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,12,0,0.8813735870195429,0,0,0,198,0,2.9193670812167922,0,0,0,150
San Diego State University,2015-12-28,0,0,0,1,3,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2015,122409,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253,12,0,0,0.8813735870195429,1.8184464592320668,0,198,0,0,2.9193670812167922,8.758101243650378,0,150
San Diego State University,2016-01-04,0,3,0,0,0,3,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,1,0,1.8184464592320668,0,0,0,190,0,8.648523985239851,0,0,0,151
San Diego State University,2016-01-11,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,1,0,0,0,0,0,190,0,0,0,0,0,151
San Diego State University,2016-01-18,0,0,0,2,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,1,0,0,1.4436354751788103,0,0,190,0,0,5.765682656826568,0,0,151
San Diego State University,2016-01-25,0,2,0,0,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,1,0,1.4436354751788103,0,0,0,190,0,5.765682656826568,0,0,0,151
San Diego State University,2016-02-01,0,2,1,2,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,2,0,1.4436354751788103,1.4436354751788103,0,0.8813735870195429,191,0,5.765682656826568,5.765682656826568,0,2.882841328413284,151
San Diego State University,2016-02-08,0,2,0,0,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,2,0,1.4436354751788103,0,0,0,191,0,5.765682656826568,0,0,0,151
San Diego State University,2016-02-15,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,2,0,0,0,0,0,191,0,0,0,0,0,151
San Diego State University,2016-02-22,0,2,0,1,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,2,0,1.4436354751788103,0.8813735870195429,0,0,191,0,5.765682656826568,2.882841328413284,0,0,151
San Diego State University,2016-02-29,0,2,0,1,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,2,0,1.4436354751788103,0.8813735870195429,0,0,191,0,5.765682656826568,2.882841328413284,0,0,151
San Diego State University,2016-03-07,0,2,1,2,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,3,0,1.4436354751788103,1.4436354751788103,0,0.8813735870195429,192,0,5.765682656826568,5.765682656826568,0,2.882841328413284,151
San Diego State University,2016-03-14,0,1,0,1,1,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,3,0,0.8813735870195429,0.8813735870195429,0.8813735870195429,0,192,0,2.882841328413284,2.882841328413284,2.882841328413284,0,151
San Diego State University,2016-03-21,0,1,0,0,1,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,3,0,0.8813735870195429,0,0.8813735870195429,0,192,0,2.882841328413284,0,2.882841328413284,0,151
San Diego State University,2016-03-28,0,2,0,0,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,3,0,1.4436354751788103,0,0,0,192,0,5.765682656826568,0,0,0,151
San Diego State University,2016-04-04,0,1,0,2,0,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,4,0,0.8813735870195429,1.4436354751788103,0,0,193,0,2.882841328413284,5.765682656826568,0,0,151
San Diego State University,2016-04-11,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,4,0,0,0,0,0,193,0,0,0,0,0,151
San Diego State University,2016-04-18,0,0,0,2,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,4,0,0,1.4436354751788103,0,0,193,0,0,5.765682656826568,0,0,151
San Diego State University,2016-04-25,0,0,0,1,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,4,0,0,0.8813735870195429,0,0,193,0,0,2.882841328413284,0,0,151
San Diego State University,2016-05-02,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,5,0,0,0,0,0,194,0,0,0,0,0,151
San Diego State University,2016-05-09,0,1,1,1,3,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,5,0,0.8813735870195429,0.8813735870195429,1.8184464592320668,0.8813735870195429,194,0,2.882841328413284,2.882841328413284,8.648523985239851,2.882841328413284,151
San Diego State University,2016-05-16,0,0,0,0,1,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,5,0,0,0,0.8813735870195429,0,194,0,0,0,2.882841328413284,0,151
San Diego State University,2016-05-23,0,0,0,0,1,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,5,0,0,0,0.8813735870195429,0,194,0,0,0,2.882841328413284,0,151
San Diego State University,2016-05-30,0,0,0,0,1,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,5,0,0,0,0.8813735870195429,0,194,0,0,0,2.882841328413284,0,151
San Diego State University,2016-09-05,0,2,1,1,0,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,9,0,1.4436354751788103,0.8813735870195429,0,0.8813735870195429,195,0,5.765682656826568,2.882841328413284,0,2.882841328413284,151
San Diego State University,2016-09-12,0,0,0,1,1,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,9,0,0,0.8813735870195429,0.8813735870195429,0,195,0,0,2.882841328413284,2.882841328413284,0,151
San Diego State University,2016-09-19,1,2,0,1,2,2,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,9,0.8813735870195429,1.4436354751788103,0.8813735870195429,1.4436354751788103,0,195,2.882841328413284,5.765682656826568,2.882841328413284,5.765682656826568,0,151
San Diego State University,2016-09-26,0,0,1,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,9,0,0,0,0,0.8813735870195429,195,0,0,0,0,2.882841328413284,151
San Diego State University,2016-10-03,0,0,0,0,1,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,10,0,0,0,0.8813735870195429,0,196,0,0,0,2.882841328413284,0,151
San Diego State University,2016-10-10,1,1,0,2,1,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,10,0.8813735870195429,0.8813735870195429,1.4436354751788103,0.8813735870195429,0,196,2.882841328413284,2.882841328413284,5.765682656826568,2.882841328413284,0,151
San Diego State University,2016-10-17,0,0,1,1,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,10,0,0,0.8813735870195429,0,0.8813735870195429,196,0,0,2.882841328413284,0,2.882841328413284,151
San Diego State University,2016-10-24,0,1,0,0,1,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,10,0,0.8813735870195429,0,0.8813735870195429,0,196,0,2.882841328413284,0,2.882841328413284,0,151
San Diego State University,2016-10-31,1,1,0,5,2,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,10,0.8813735870195429,0.8813735870195429,2.3124383412727525,1.4436354751788103,0,196,2.882841328413284,2.882841328413284,14.414206642066421,5.765682656826568,0,151
San Diego State University,2016-11-07,0,0,0,2,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,11,0,0,1.4436354751788103,0,0,197,0,0,5.765682656826568,0,0,151
San Diego State University,2016-11-14,0,1,0,2,2,1,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,11,0,0.8813735870195429,1.4436354751788103,1.4436354751788103,0,197,0,2.882841328413284,5.765682656826568,5.765682656826568,0,151
San Diego State University,2016-11-21,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,11,0,0,0,0,0,197,0,0,0,0,0,151
San Diego State University,2016-11-28,0,0,1,1,1,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,11,0,0,0.8813735870195429,0.8813735870195429,0.8813735870195429,197,0,0,2.882841328413284,2.882841328413284,2.882841328413284,151
San Diego State University,2016-12-05,0,0,0,0,0,0,0,0,Mon,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,0,2016,122409,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860,12,0,0,0,0,0,198,0,0,0,0,0,151
