year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio,sector_desc,sector_cd,noncampus_weapon,noncampus_drug,noncampus_liquor,oncampus_weapon,oncampus_drug,oncampus_liquor,publicproperty_weapon,publicproperty_drug,publicproperty_liquor,reported_weapon,reported_drug,reported_liquor,residencehall_weapon,residencehall_drug,residencehall_liquor,noncampus_murd,noncampus_neg_m,noncampus_rape,noncampus_fondl,noncampus_inces,noncampus_statr,noncampus_robbe,noncampus_agg_a,noncampus_burgla,noncampus_vehic,noncampus_arson,oncampus_murd,oncampus_neg_m,oncampus_rape,oncampus_fondl,oncampus_inces,oncampus_statr,oncampus_robbe,oncampus_agg_a,oncampus_burgla,oncampus_vehic,oncampus_arson,publicproperty_murd,publicproperty_neg_m,publicproperty_rape,publicproperty_fondl,publicproperty_inces,publicproperty_statr,publicproperty_robbe,publicproperty_agg_a,publicproperty_burgla,publicproperty_vehic,publicproperty_arson,reported_murd,reported_neg_m,reported_rape,reported_fondl,reported_inces,reported_statr,reported_robbe,reported_agg_a,reported_burgla,reported_vehic,reported_arson,residencehall_murd,residencehall_neg_m,residencehall_rape,residencehall_fondl,residencehall_inces,residencehall_statr,residencehall_robbe,residencehall_agg_a,residencehall_burgla,residencehall_vehic,residencehall_arson,reason1,reason2,reason3,university_enacted_1,university_enacted_2,clery_sexual_assault,clery_alcohol,clery_drug,clery_robbery,clery_offcampus_sexual_assault,clery_oncampus_sexual_assault,clery_oncampus_drug,clery_oncampus_liquor,residencehall_sexual_assault,clery_sexual_assault_per_25k,clery_alcohol_per_25k,clery_drug_per_25k,clery_robbery_per_25k,clery_offcampus_sexual_assault_per_25k,clery_oncampus_sexual_assault_per_25k,clery_oncampus_drug_per_25k,clery_oncampus_liquor_per_25k,residencehall_sexual_assault_per_25k,residencehall_drug_per_25k,residencehall_liquor_per_25k,sexual_assault_per_25k,alcohol_offense_per_25k,robbery_burglary_per_25k,drug_offense_per_25k,noncampus_liquor_per_25k,noncampus_drug_per_25k,noncampus_rape_per_25k
2019,University of Kentucky,62,461,377,525,23,461,0,0,0,157085,Public,4-year,49248,30928,30928,30928,30928,49248,17778,17778,36098,0.96,85,22236,20622,0.07,0.05,0.03,0.73,0.03,0.75,0.05,0.07,0.62,0.37,0.01,29402,26301,66,NA,NA,0.2,0.15,0.02,0.25,0.06,0.06,0.26,52317,NA,NA,-84.504747,38.038911,Semester,530,670,650,540,16,"Public, 4-year or above",1,0,0,0,0,85,822,0,1,0,0,0,0,0,80,819,0,0,0,1,0,0,0,0,0,0,0,0,0,24,26,0,0,2,3,20,13,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,51,822,86,2,1,50,85,822,26,43.36439697979729,698.9320454390858,73.12427726005033,1.700564587443031,0.8502822937215155,42.51411468607578,72.27399496632883,698.9320454390858,22.107339636759402,68.02258349772124,696.3811985579213,52.71750221073397,391.9801374056187,19.556492755594856,320.55642473301134,0,0,0
2014,University of Louisiana at Lafayette,1,10,8,133,58,10,1,0,1,160658,Public,4-year,32302,19902,19902,22782,22782,35182,12009,12009,24409,0.56,76,15574,12498,0.2,0.03,0.02,0.68,0.02,0.69,0.03,0.21,0.92,0.07,0.01,17195,13453,48,0.95,0.37,0.37,0.22,0,0.19,0.1,0.05,0.07,9518,LA,1,-92.01941,30.215283,Semester,490,590,590,470,23,"Public, 4-year or above",1,0,0,0,0,24,67,0,0,0,0,0,0,0,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,18,0,0,NA,NA,NA,NA,NA,1,67,24,2,0,1,24,67,1,1.4539110206455366,97.41203838325094,34.89386449549287,2.907822041291073,0,1.4539110206455366,34.89386449549287,97.41203838325094,1.4539110206455366,29.078220412910728,94.50421634195988,1.4539110206455366,14.539110206455364,84.32683919744112,11.631288165164293,0,0,0
2015,University of Louisiana at Lafayette,4,6,10,124,45,6,0,0,3,160658,Public,4-year,35490,21762,21762,22468,22468,36196,13395,13395,27123,0.55,76,15870,12867,0.2,0.04,0.02,0.67,0.02,0.68,0.04,0.21,0.94,0.05,0.01,17508,13854,45,0.96,0.42,0.44,0.2,0,0.18,0.09,0,0.08,9550,LA,1,-92.01941,30.215283,Semester,470,590,590,460,23,"Public, 4-year or above",1,0,0,0,1,17,20,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,10,0,0,NA,NA,NA,NA,NA,3,20,17,1,0,3,17,20,3,4.283755997258396,28.558373315055974,24.274617317797578,1.4279186657527987,0,4.283755997258396,24.274617317797578,28.558373315055974,4.283755997258396,19.99086132053918,27.130454649303175,5.711674663011195,8.567511994516792,64.25633995887594,14.279186657527987,0,0,0
2016,University of Louisiana at Lafayette,6,5,21,169,58,5,0,0,4,160658,Public,4-year,37730,24002,24002,23662,23662,37390,14589,14589,28317,0.51,75,15998,12876,0.19,0.05,0.02,0.63,0.02,0.64,0.05,0.2,0.95,0.04,0.01,17519,13809,45,0.96,0.54,0.48,0.18,0,0.17,0.07,0,0.09,8836,LA,1,-92.01941,30.215283,Semester,470,600,580,470,22,"Public, 4-year or above",1,0,0,0,0,47,7,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,NA,NA,NA,NA,NA,1,7,47,4,0,1,47,7,0,1.427022090301958,9.989154632113705,67.07003824419202,5.708088361207832,0,1.427022090301958,67.07003824419202,9.989154632113705,0,39.95661852845482,8.562132541811748,8.562132541811748,7.13511045150979,82.76728123751356,29.967463896341116,0,0,0
2017,University of Louisiana at Lafayette,9,2,19,152,64,2,1,0,4,160658,Public,4-year,38503,24775,24775,24812,24812,38540,15066,15066,28794,0.51,75,15666,12767,0.19,0.05,0.02,0.65,0.02,0.66,0.06,0.2,0.95,0.04,0.01,17297,13691,44,0.96,0.49,0.48,0.16,0,0.17,0.09,0.03,0.07,9825,LA,1,-92.020165,30.212191,Semester,510,600,580,310,24,"Public, 4-year or above",1,0,0,0,0,48,6,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,4,6,48,1,0,4,48,6,3,5.781349366942244,8.672024050413366,69.37619240330693,1.445337341735561,0,5.781349366942244,69.37619240330693,8.672024050413366,4.336012025206683,39.02410822686015,4.336012025206683,13.00803607562005,2.890674683471122,92.50158987107591,27.461409492975662,0,0,0
2018,University of Louisiana at Lafayette,2,0,17,138,36,0,0,0,0,160658,Public,4-year,39650,25922,25922,26165,26165,39893,16054,16054,29782,0.56,75,15073,12423,0.19,0.05,0.03,0.65,0.02,0.66,0.06,0.2,0.94,0.04,0.01,17123,13484,48,0.96,0.51,0.46,0.15,0,0.17,0.1,0.03,0.09,10133,LA,1,-92.020165,30.212191,Semester,510,620,630,520,19,"Public, 4-year or above",1,0,0,0,0,9,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,19,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,0,6,9,1,0,0,9,6,0,0,8.760147170472464,13.140220755708697,1.4600245284120772,0,0,13.140220755708697,8.760147170472464,0,7.300122642060386,4.380073585236232,2.9200490568241544,0,52.56088302283479,24.820416983005316,0,0,0
2019,University of Louisiana at Lafayette,4,1,24,91,18,1,1,0,1,160658,Public,4-year,40348,26620,26620,27802,27802,41530,16812,16812,30540,0.68,76,14603,11929,0.19,0.05,0.03,0.64,0.03,0.64,0.06,0.2,0.95,0.04,0.01,16933,13066,51,NA,NA,0.49,0.16,0,0.19,0.09,0.02,0.05,9082,NA,NA,-92.020165,30.212191,Semester,510,650,618,510,20,"Public, 4-year or above",1,0,0,0,0,16,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,3,1,16,1,0,3,16,1,3,4.429221047658419,1.4764070158861395,23.622512254178233,1.4764070158861395,0,4.429221047658419,23.622512254178233,1.4764070158861395,4.429221047658419,11.811256127089116,1.4764070158861395,5.905628063544558,1.4764070158861395,26.575326285950513,35.43376838126735,0,0,0
2014,University of Michigan-Ann Arbor,12,387,212,737,32,387,0,0,0,170976,Public,4-year,55404,26984,26984,26984,26984,55404,18940,18940,47360,0.32,97,28395,27395,0.04,0.04,0.11,0.57,0.13,0.62,0.04,0.04,0.55,0.41,0.04,43625,41101,91,0.61,0.29,0.21,0.06,0,0.19,0.07,0.36,0.1,215426,MI,1,-83.74313,42.276172,Trimester,660,760,720,620,12,"Public, 4-year or above",1,0,0,1,0,147,1429,0,0,0,0,0,0,0,144,1413,0,0,5,2,0,0,1,0,19,2,0,0,0,14,11,0,0,3,10,14,14,5,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,5,0,3,sexual assault,NA,NA,0,NA,34,1430,147,4,9,25,147,1429,7,19.484240687679083,819.484240687679,84.2406876790831,2.2922636103151866,5.157593123209169,14.326647564469914,84.2406876790831,818.9111747851002,4.011461318051576,82.52148997134671,809.7421203438395,6.876790830945559,221.77650429799425,18.338108882521492,121.48997134670486,0.5730659025787966,0,2.865329512893983
2015,University of Michigan-Ann Arbor,22,377,231,619,16,377,52,0,0,170976,Public,4-year,57432,27812,27812,27812,27812,57432,19442,19442,49062,0.26,97,28312,27258,0.04,0.05,0.11,0.56,0.13,0.61,0.05,0.04,0.58,0.38,0.04,43651,41114,90,0.64,0.29,0.31,0.09,0,0.27,0.11,0.11,0.1,220027,MI,1,-83.743121,42.276061,Trimester,660,770,730,630,12,"Public, 4-year or above",1,0,0,2,2,281,1629,0,0,5,0,0,0,2,267,1622,0,0,3,4,0,0,0,1,18,3,0,0,0,18,15,0,0,7,6,14,6,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,2,0,4,0,2,sexual assault,NA,NA,0,NA,40,1636,281,9,7,33,281,1629,13,22.908982612082198,936.9773888341618,160.93560284987745,5.154521087718495,4.009071957114385,18.89991065496781,160.93560284987745,932.9683168770475,7.445419348926714,152.91745893564868,928.9592449199331,12.599940436645209,215.91716111887473,9.16359304483288,132.29937458477468,1.14544913060411,0,1.7181736959061646
2016,University of Michigan-Ann Arbor,22,450,295,606,14,450,41,0,0,170976,Public,4-year,59784,28776,28776,28776,28776,59784,20124,20124,51132,0.29,97,28983,27969,0.04,0.05,0.12,0.55,0.14,0.61,0.05,0.04,0.51,0.44,0.05,44718,42361,91,0.65,0.29,0.36,0.11,0,0.33,0.13,-0.05,0.11,215614,MI,1,-83.742769,42.275921,Trimester,670,770,730,640,12,"Public, 4-year or above",1,0,2,0,0,362,1603,0,0,10,0,0,0,0,360,1594,0,0,6,2,0,0,0,2,10,0,0,0,0,13,13,0,0,2,4,11,4,3,0,0,1,0,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,1,0,1,sexual assault,NA,NA,0,NA,35,1613,364,4,9,26,362,1603,13,19.567064716668902,901.762153942484,203.4974730533566,2.236235967619303,5.031530927143432,14.53553378952547,202.37935506954696,896.1715640234357,7.267766894762735,201.2612370857373,891.1400330962923,12.299297821906167,251.57654635717162,7.826825886667562,164.92240261192362,0,1.1181179838096515,3.354353951428955
2017,University of Michigan-Ann Arbor,28,436,346,611,34,436,38,0.14520547945205478,0,170976,Public,4-year,62176,29526,29526,29526,29526,62176,20688,20688,53338,0.27,97,29821,28702,0.04,0.06,0.12,0.55,0.14,0.6,0.06,0.04,0.52,0.44,0.04,46002,43517,92,0.63,0.32,0.24,0.07,0,0.22,0.09,0.31,0.07,235328,MI,1,-83.742769,42.275921,Trimester,670,770,730,660,11,"Public, 4-year or above",1,0,0,1,2,278,1556,0,0,4,0,0,0,2,277,1543,0,0,9,4,0,0,1,1,4,1,0,0,0,15,10,0,0,2,10,18,7,3,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,1,3,6,0,2,sexual assault,NA,NA,0,NA,39,1561,278,5,14,25,278,1556,17,21.19473066388418,848.3326811877745,151.0803878092257,2.717273162036433,7.608364853702013,13.586365810182166,151.0803878092257,845.6154080257379,9.238728750923872,150.5369331768184,838.5504978044432,15.216729707404026,236.94621972957697,18.477457501847745,188.03530281292117,0.5434546324072866,0,4.89109169166558
2018,University of Michigan-Ann Arbor,59,359,358,745,23,359,8,0.00547945205479452,0,170976,Public,4-year,64386,30298,30298,30298,30298,64386,23578,23578,57666,0.23,97,30318,29245,0.04,0.06,0.13,0.53,0.15,0.58,0.06,0.04,0.53,0.43,0.04,46716,44340,92,0.65,0.3,0.26,0.07,0,0.22,0.09,0.28,0.08,249867,MI,1,-83.742769,42.275921,Trimester,670,780,730,660,11,"Public, 4-year or above",1,0,0,0,2,135,1001,2,5,0,0,0,0,2,135,943,0,0,2,1,0,0,0,3,0,0,0,0,0,43,30,0,0,3,19,15,7,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,9,0,1,sexual assault,NA,NA,0,NA,78,1001,140,3,5,73,135,1001,27,41.741587464680194,535.6837057967292,74.92079801352855,1.605445671718469,2.675742786197448,39.06584467848275,72.24505522733111,535.6837057967292,14.44901104546622,72.24505522733111,504.6450894768388,31.57376487712989,192.11833204897678,12.308416816508263,191.58318349173732,0,0,1.0702971144789795
2019,University of Michigan-Ann Arbor,25,255,224,679,12,255,0,0,0,170976,Public,4-year,66698,31056,31056,31056,31056,66698,24218,24218,59860,0.23,97,31266,30204,0.04,0.07,0.13,0.52,0.16,0.56,0.07,0.04,NA,NA,NA,48090,45510,93,NA,NA,0.29,0.08,0,0.25,0.1,0.19,0.09,256920,NA,NA,-83.742769,42.275921,Trimester,680,790,740,660,11,"Public, 4-year or above",1,0,0,2,2,116,1044,0,0,0,0,0,0,0,115,1022,0,0,4,9,0,0,0,2,3,0,0,0,0,19,25,0,0,1,9,6,7,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,2,1,0,2,sexual assault,NA,NA,0,NA,59,1046,116,2,15,44,116,1044,22,30.671657309211895,543.7720939904347,60.30359742150135,1.039717196922437,7.797878976918279,22.873778332293615,60.30359742150135,542.7323767935121,11.436889166146807,59.78373882304013,531.2954876273653,12.996464961530462,132.56394260761073,6.238303181534623,116.44832605531296,1.039717196922437,0,2.079434393844874
2014,University of Mississippi,21,264,69,264,80,264,4,0,2,176017,Public,4-year,34752,22704,22704,22704,22704,34752,12796,12796,24844,0.81,85,18101,16665,0.14,0.03,0.02,0.75,0.02,0.76,0.03,0.14,0.44,0.55,0.01,22503,19925,61,0.86,0.44,0.26,0.34,0,0.15,0.1,0.03,0.13,30890,MS,1,-89.539377,34.362144,Semester,490,590,590,480,18,"Public, 4-year or above",1,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,10,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,2,0,0,NA,NA,NA,NA,NA,5,152,0,3,1,4,0,152,4,5.55481491356708,168.86637337243923,0,3.3328889481402477,1.110962982713416,4.443851930853664,0,168.86637337243923,4.443851930853664,0,0,23.330222636981734,293.2942274363418,88.87703861707328,76.65644580722571,0,0,1.110962982713416
2015,University of Mississippi,23,489,154,201,43,489,8,0,1,176017,Public,4-year,36602,23372,23372,23372,23372,36602,13244,13244,26474,0.79,87,18785,17395,0.13,0.03,0.02,0.76,0.02,0.77,0.03,0.13,0.42,0.57,0.01,23212,20665,61,0.86,0.41,0.27,0.34,0,0.15,0.07,0.01,0.15,27267,MS,1,-89.539377,34.362144,Semester,500,600,600,490,18,"Public, 4-year or above",1,0,0,1,0,3,183,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,9,184,3,1,1,8,3,183,7,9.69326210580734,198.17335860761673,3.231087368602447,1.0770291228674822,1.0770291228674822,8.616232982939858,3.231087368602447,197.09632948474928,7.539203860072376,1.0770291228674822,0,24.771669825952092,526.6672410821989,46.31225228330174,165.86248492159228,1.0770291228674822,0,1.0770291228674822
2016,University of Mississippi,20,547,160,168,33,547,6,0,3,176017,Public,4-year,37874,23606,23606,23606,23606,37874,13604,13604,27872,0.78,85,19213,17852,0.13,0.03,0.02,0.76,0.02,0.77,0.03,0.13,0.43,0.56,0.01,23610,21057,60,0.89,0.43,0.28,0.32,0,0.16,0.06,0.01,0.17,25403,MS,1,-89.537434,34.365529,Semester,500,620,610,500,18,"Public, 4-year or above",1,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,18,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,10,292,0,1,2,8,0,292,2,10.588733587462938,309.1910207539178,0,1.058873358746294,2.117746717492588,8.470986869970352,0,309.1910207539178,2.117746717492588,0,0,21.177467174925876,579.2037272342228,34.9428208386277,169.419737399407,0,0,1.058873358746294
2017,University of Mississippi,23,356,172,102,24,356,2,0,1,176017,Public,4-year,40086,24822,24822,24822,24822,40086,14320,14320,29584,0.84,85,18737,17511,0.13,0.03,0.02,0.76,0.02,0.77,0.03,0.13,0.45,0.53,0.02,23136,20738,60,0.87,0.41,0.31,0.3,0,0.16,0.06,0.03,0.15,26922,MS,1,-89.537434,34.365529,Semester,520,650,640,550,18,"Public, 4-year or above",1,0,0,0,0,148,191,0,0,0,0,0,0,0,111,70,0,0,7,0,0,0,0,1,0,1,0,0,0,8,0,0,0,1,8,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,2,0,0,NA,NA,NA,NA,NA,15,191,148,1,7,8,148,191,6,16.20850622406639,206.38831258644538,159.92392807745503,1.0805670816044262,7.563969571230983,8.64453665283541,159.92392807745503,206.38831258644538,6.483402489626556,119.9429460580913,75.63969571230982,24.853042876901796,384.68188105117565,25.933609958506224,185.85753803596126,0,0,7.563969571230983
2018,University of Mississippi,17,250,95,72,19,250,3,0,1,176017,Public,4-year,41390,25436,25436,25436,25436,41390,14740,14740,30694,0.88,85,18007,16636,0.12,0.03,0.02,0.76,0.02,0.77,0.04,0.12,0.43,0.56,0,22456,19864,64,0.86,0.41,0.33,0.29,0,0.16,0.07,0.02,0.13,28505,MS,1,-89.537434,34.365529,Semester,520,630,640,530,17,"Public, 4-year or above",1,0,0,0,4,69,258,0,0,0,0,0,0,2,49,216,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,4,2,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,9,258,69,4,2,7,69,258,6,10.019593872461703,287.22835767723546,76.81688635553972,4.453152832205201,2.2265764161026005,7.793017456359102,76.81688635553972,287.22835767723546,6.679729248307802,54.55112219451371,240.4702529390809,18.925899536872105,278.32205201282505,21.152475952974704,105.76237976487351,0,0,2.2265764161026005
2019,University of Mississippi,6,264,67,46,7,264,4,0,1,176017,Public,4-year,42034,25762,25762,25762,25762,42034,15028,15028,31300,0.88,87,17150,15902,0.12,0.04,0.02,0.75,0.02,0.77,0.04,0.12,0.42,0.58,0,21617,19145,66,NA,NA,0.33,0.29,0,0.17,0.07,0.03,0.11,32612,NA,NA,-89.537434,34.365529,Semester,500,620,630,520,16,"Public, 4-year or above",1,0,0,0,2,38,177,0,0,0,0,0,0,1,29,168,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,3,177,38,2,0,3,38,177,1,3.4694916038303183,204.7000046259888,43.94689364851737,2.312994402553546,0,3.4694916038303183,43.94689364851737,204.7000046259888,1.156497201276773,33.53841883702641,194.29152981449784,6.938983207660637,305.31526113706803,8.09548040893741,77.48531248554379,0,0,0
2014,University of Missouri-Columbia,16,433,154,314,21,433,0,0,7,178396,Public,4-year,38624,23597,23597,23597,23597,38624,14211,14211,29238,0.78,86,27642,25859,0.07,0.03,0.02,0.76,0.02,0.79,0.03,0.08,0.61,0.37,0.03,35425,30962,69,0.83,0.49,0.31,0.21,0,0.16,0.09,0.12,0.11,26087,MO,1,-92.326429,38.941015,Semester,530,660,650,520,20,"Public, 4-year or above",1,0,0,1,0,0,1058,0,1,0,0,0,0,0,0,1058,0,0,12,2,0,0,1,1,5,1,2,0,0,6,6,0,0,2,8,14,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,1,12,0,3,behavior,NA,NA,0,NA,26,1059,1,3,14,12,0,1058,8,18.34862385321101,747.3535638673253,0.7057163020465772,2.117148906139732,9.880028228652082,8.468595624558928,0,746.6478475652788,5.645730416372618,0,746.6478475652788,11.291460832745235,305.57515878616795,14.820042342978123,108.6803105151729,0.7057163020465772,0,8.468595624558928
2015,University of Missouri-Columbia,8,348,155,293,11,348,0,0,2,178396,Public,4-year,39840,24183,24183,24183,24183,39840,14375,14375,30032,0.78,87,27791,26027,0.07,0.03,0.02,0.76,0.02,0.78,0.04,0.08,0.6,0.37,0.03,35424,30990,69,0.82,0.47,0.35,0.23,0,0.18,0.08,0.02,0.13,27632,MO,1,-92.326429,38.941015,Semester,530,650,650,530,20,"Public, 4-year or above",1,0,0,4,0,4,1031,0,0,0,0,0,0,0,4,1031,0,0,11,3,0,0,1,0,10,6,1,0,0,12,9,0,0,2,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,3,0,0,behavior,NA,NA,0,NA,35,1035,4,3,14,21,4,1031,16,24.700767841011746,730.4369918699186,2.8229448961156276,2.1172086720867207,9.880307136404697,14.820460704607045,2.8229448961156276,727.614046973803,11.29177958446251,2.8229448961156276,727.614046973803,5.645889792231255,245.5962059620596,7.763098464317976,109.38911472448058,2.8229448961156276,0,7.763098464317976
2016,University of Missouri-Columbia,16,401,200,294,9,401,0,0,7,178396,Public,4-year,42290,25916,25916,25916,25916,42290,15618,15618,31992,0.75,86,25877,24124,0.07,0.04,0.02,0.76,0.02,0.78,0.04,0.08,0.66,0.32,0.02,33239,28893,68,0.83,0.44,0.36,0.23,0,0.18,0.09,0.01,0.14,27485,MO,1,-92.326429,38.941015,Semester,520,650,640,500,19,"Public, 4-year or above",1,0,0,5,0,0,792,0,0,3,0,0,0,0,0,770,0,0,3,0,0,0,0,1,6,0,0,0,0,19,7,0,0,0,2,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,0,0,behavior,NA,NA,0,NA,29,800,0,0,3,26,0,792,15,21.811727187941877,601.7028189777069,0,0,2.256385571166401,19.555341616775475,0,595.6857907879298,11.281927855832006,0,579.1389632660429,12.034056379554139,301.6035380125756,6.7691567134992034,150.42570474442672,3.7606426186106683,0,2.256385571166401
2017,University of Missouri-Columbia,7,548,265,275,4,548,0,0,2,178396,Public,4-year,43330,26611,26611,26611,26611,43330,15935,15935,32654,0.78,87,23799,22197,0.07,0.04,0.02,0.76,0.03,0.78,0.04,0.07,0.66,0.33,0.01,30844,26686,68,0.85,0.44,0.31,0.19,0,0.16,0.08,0.11,0.15,31012,MO,1,-92.328843,38.94531,Semester,550,670,680,570,18,"Public, 4-year or above",1,0,0,2,0,4,416,0,0,1,0,0,0,0,3,360,0,0,6,2,0,0,1,1,3,3,0,0,0,11,11,0,0,1,0,3,10,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,2,0,4,behavior,NA,NA,0,NA,30,419,4,3,8,22,4,416,12,24.315912333030735,339.6122422513293,3.242121644404098,2.4315912333030734,6.484243288808196,17.83166904422254,3.242121644404098,337.1806510180262,9.726364933212293,2.4315912333030734,291.79094799636886,5.673712877707172,444.1706652833615,3.242121644404098,214.7905589417715,1.621060822202049,0,4.863182466606147
