month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
1,2017,University of Vermont,1,18,9,0,0,18,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
2,2017,University of Vermont,0,29,12,2,0,29,5,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
3,2017,University of Vermont,1,11,13,3,0,11,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
4,2017,University of Vermont,4,37,32,7,3,37,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
5,2017,University of Vermont,1,16,6,3,0,16,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
6,2017,University of Vermont,0,6,1,2,0,6,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
7,2017,University of Vermont,0,8,6,3,0,8,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
8,2017,University of Vermont,0,4,5,4,0,4,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
9,2017,University of Vermont,1,46,52,8,0,46,5,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
10,2017,University of Vermont,0,44,29,7,1,44,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
11,2017,University of Vermont,4,4,21,6,2,4,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
12,2017,University of Vermont,1,9,10,4,0,9,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,75,11339,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13340,187,425,7771,5569,4761,6578,153,321,473,3740,5291,10319,10395,4357,6038,11339
1,2018,University of Vermont,0,16,8,2,2,16,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
2,2018,University of Vermont,3,15,15,1,0,15,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
3,2018,University of Vermont,2,17,8,8,1,17,7,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
4,2018,University of Vermont,2,24,16,5,0,24,9,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
5,2018,University of Vermont,0,3,5,2,0,3,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
6,2018,University of Vermont,0,7,0,4,0,7,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
7,2018,University of Vermont,0,5,1,1,0,5,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
8,2018,University of Vermont,1,4,1,1,2,4,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
9,2018,University of Vermont,6,28,12,6,5,28,6,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
10,2018,University of Vermont,0,9,5,2,0,9,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
11,2018,University of Vermont,0,2,3,0,0,2,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
12,2018,University of Vermont,2,12,3,4,1,12,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,11328,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13395,204,415,7931,5464,4647,6681,152,312,448,3691,5419,10598,10434,4287,6147,11328
1,2019,University of Vermont,2,6,2,2,0,6,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
2,2019,University of Vermont,4,13,5,3,1,13,1,0.75,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
3,2019,University of Vermont,2,10,10,3,0,10,1,1,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
4,2019,University of Vermont,1,14,16,6,0,14,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
5,2019,University of Vermont,0,5,2,4,1,5,5,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
6,2019,University of Vermont,1,1,0,0,0,1,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
7,2019,University of Vermont,0,2,1,1,2,2,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
8,2019,University of Vermont,0,9,6,2,0,9,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
9,2019,University of Vermont,1,25,11,5,0,25,6,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
10,2019,University of Vermont,3,19,3,2,0,19,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
11,2019,University of Vermont,2,18,12,4,0,18,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
12,2019,University of Vermont,2,10,5,0,0,10,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,NA,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA,13548,206,413,8117,5431,4645,6798,142,312,454,3763,5559,10859,10501,4246,6255,11443
1,2014,University of Virginia-Main Campus,0,10,5,3,0,10,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
2,2014,University of Virginia-Main Campus,0,10,0,5,1,10,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
3,2014,University of Virginia-Main Campus,1,6,3,7,0,6,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
4,2014,University of Virginia-Main Campus,0,4,2,8,3,4,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
5,2014,University of Virginia-Main Campus,0,6,1,5,0,6,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
6,2014,University of Virginia-Main Campus,0,7,0,3,0,7,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
7,2014,University of Virginia-Main Campus,1,10,2,3,0,10,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
8,2014,University of Virginia-Main Campus,0,10,0,5,0,10,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
9,2014,University of Virginia-Main Campus,0,11,1,12,0,11,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
10,2014,University of Virginia-Main Campus,0,15,2,7,1,15,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
11,2014,University of Virginia-Main Campus,0,11,2,5,0,11,0,0.35714285714285715,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
12,2014,University of Virginia-Main Campus,0,7,2,5,0,7,0,1,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16483,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA,23732,1309,2392,12825,10907,7323,9160,994,1952,953,4520,5588,14611,15622,6963,8659,16483
1,2015,University of Virginia-Main Campus,0,10,0,8,0,10,0,0.21428571428571427,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
2,2015,University of Virginia-Main Campus,0,10,2,4,0,10,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
3,2015,University of Virginia-Main Campus,0,7,1,1,2,7,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
4,2015,University of Virginia-Main Campus,1,7,2,6,0,7,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
5,2015,University of Virginia-Main Campus,0,5,2,4,0,5,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
6,2015,University of Virginia-Main Campus,1,3,0,6,0,3,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
7,2015,University of Virginia-Main Campus,0,4,1,1,0,4,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
8,2015,University of Virginia-Main Campus,0,8,1,5,1,8,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
9,2015,University of Virginia-Main Campus,0,0,0,0,0,0,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
10,2015,University of Virginia-Main Campus,0,20,4,4,0,20,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
11,2015,University of Virginia-Main Campus,0,18,0,7,0,18,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
12,2015,University of Virginia-Main Campus,1,3,1,5,0,3,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,93,16736,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA,23883,1350,2467,12940,10943,7418,9318,1020,2020,971,4517,5648,14516,15807,7056,8751,16736
1,2016,University of Virginia-Main Campus,1,11,1,5,0,11,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
2,2016,University of Virginia-Main Campus,1,26,1,2,1,26,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
3,2016,University of Virginia-Main Campus,1,16,1,4,0,16,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
4,2016,University of Virginia-Main Campus,3,11,2,3,0,11,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
5,2016,University of Virginia-Main Campus,0,12,2,4,1,12,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
6,2016,University of Virginia-Main Campus,0,3,0,4,0,3,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
7,2016,University of Virginia-Main Campus,0,7,1,3,0,7,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
8,2016,University of Virginia-Main Campus,1,20,0,7,1,20,0,0,2014-11-22T00:00:00Z,2015-01-07T00:00:00Z,NA,NA,1,NA,sexual assault,NA,234076,94,16331,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA,23898,1472,2545,12847,11051,7396,8935,1054,2094,1025,4418,5294,14211,15476,7088,8388,16331
